Family,Group,Language,Code,Code2,I,thou,he,we,you,they,this,that,here,there,who,what,where,when,how,not,all,many,some,few,other,one,two,three,four,five,big,long,wide,thick,heavy,small,short,narrow,thin,woman,man,human,child,wife,husband,mother,father,animal,fish,bird,dog,louse,snake,worm,tree,forest,stick,fruit,seed,leaf,root,bark,flower,grass,rope,skin,meat,blood,bone,fat,egg,horn,tail,feather,hair,head,ear,eye,nose,mouth,tooth,tongue,fingernail,foot,leg,knee,hand,wing,belly,guts,neck,back,breast,heart,liver,drink,eat,bite,suck,spit,vomit,blow,breathe,laugh,see,hear,know,think,smell,fear,sleep,live,die,kill,fight,hunt,hit,cut,split,stab,scratch,dig,swim,fly,walk,come,lie,sit,stand,turn,fall,give,hold,squeeze,rub,wash,wipe,pull,push,throw,tie,sew,count,say,sing,play,float,flow,freeze,swell,sun,moon,star,water,rain,river,lake,sea,salt,stone,sand,dust,earth,cloud,fog,sky,wind,snow,ice,smoke,fire,ash,burn,road,mountain,red,green,yellow,white,black,night,day,year,warm,cold,full,new,old,good,bad,rotten,dirty,straight,round,sharp,dull,smooth,wet,dry,correct,near,far,right,left,at,in,with,and,if,because,name
Dravidian,South,Pathiya,pty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South,Kota,kfe,,a:n,ni:ja,,amme,,,idhə,adhə,,,da:ɾə,eta:nə,,,,illa,ella:m,i:dʒo:ɖ,,,,o:dit,eɖu,,,,toɖut,ni:tam,,,,guntə,,,,pemagu,ganmagu,,,,,,,,mi:nə,pakkigaɭ,na:ji,paiji,,,maɾam,,,,ʋitu,e:lu,bʰulo:gam,kollutʃo,,,,to:lu,podu,ne:tuɾu,jeluʋə,koɭupu,mooʈə,bʰulo:gam,ʋa:lə,ɾe:kə,manɖə mi:ɾə,manɖə,keʋə,kaɳɳə,mu:kə,ʋa:ji,pal,na:lgə,,tapaɖ,,mo:ga:l,kaij,,naɖpe:ʈgu,,kaɖate:l,,me:l,nendʒu,i:ru,unatukə,tin atej,kaɖə,,,,,,,no:ʈə,ke:lə,asu:bej,,,,oɾəgə,,ta:ʋə,ta:ʋiɾ,,,,,,,,,ni:tʃal,pa:ɾʋu,naɖʋu,bʰulo:gam,bʰulo:gam,bʰulo:gam,ninnatukə,,,tej,,,,,,,,,,,,paidu,,,,,,,su:rijan,nelavə,nakʂaʈiɾam,ni:ɾ,mai,,,,,kal,bʰulo:gam,,bʰulo:gam,me:gam,,,,,,pegu,nippu,po:du atukə,ka:to,ta:ɾi,ʋe:ʈume,netiɾ,patʃtʃə,mandʒə,ʋellə,kaɾuppə,e:lumaɾam,,,bʰulo:gam,koɾʋə,bʰulo:gam,pudijadə,,oludə,,,,,ʋaʈam,,,,,kanʈiko,,,,,,,,,,,,pe:ɾ
Dravidian,South,Kalanadi,wkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South,Holiya,hoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South,Aranadan,aaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Telugu,te,te,ne:nu,ni:ʋu,,manamu,,,ī,ā,,,evaru,ēmi,,,,le:du,anta,nānā,,,,okaʈi,ɾeɳɖu,,,,pedda,poɖaʋu,,,,tʃinna,,,,stɾi:,puɾuʂuɖu,,,,,,,,tʃe:pa,pakʂi,kukka,pe:nu,,,tʃeʈʈu,,,,ʋittanam,a:ku,ʋe:ɾu,paṭṭa,,,,to:lu,ma:msamu,ɾaktamu,jemuka,koʋʋu (noun),guɖɖu,kommu,vālamu,i:ka,veɳʈɾukalu,tala,tʃeʋi,kannu,mukku,no:ɾu,pannu,na:luka,,aɖugu,,mo:ka:lu,tʃejji,,poʈʈa,,meɖa,,gunde,hɾudajamu,ka:lejamu,ta:gu,tinu,koɾuku,,,,,,,tʃu:ɖu,ʋinu,eṟāgu,,,,nidɾapoʋu,,tʃatʃtʃipo:ʋu,tʃampu,,,,,,,,,i:du,eguɾu,naɖutʃu,ʋatʃtʃu,paɖukonu,ku:ɾtʃo,niltʃonu,,,itʃtʃu,,,,,,,,,,,,tʃeppu,,,,,,,su:ɾjuɖu,tʃendɾuɖu,nakʂatɾamu,ni:ɾu,ʋarʂam,,,,,ɾa:ji,isuka,,mannu,me:gʰamu,,,,,,poga,nippu,bu:ɖida,ka:lu,ma:ɾgamu,konɖa,eɾupu,patʃtʃa,pasupu,vella,nalupu,ɾa:tɾi,,,ʋetʃtʃa,tʃalla,ninɖu,kotta,,mantʃi,,,,,guɳɖɾani,,,,,eɳɖu,,,,,,,,,,,,pe:ɾu
Dravidian,South-Central,Gondi,gon,,nanna,nimme,,mammoʈ,,,id,adu,,,boɾ,baʈʈal,,,,helle,bottig,dʒa:sta,,,,ondi,ɾeɳɖu,,,,pedda,la:m,,,,tʃinna,,,,muɾtad,mankal,,,,,,,,mi:n,piʈʈə,nej,poɾki,,,maɾa,,,,vidʒdʒa,a:ki,hi:ɾ,to:l,,,,to:l,haʋʋi,nettuɾ,bokka,koɾondʒ,mi:ndʒ,koɾ,tokoɾ,buɾa,kel,talla,keʋu,kəɖə,mosoɾ,toɖɖi,pal,ʋendʒeɾ,,ka:l,,tongɾa,kaj,,pi:ɾ,,guɖunga,,dudo,guɳɖe,taɾki,un,dʒeʋi,kask,,,,,,,huɖa,kendʒ,jeɾpaʈ,,,,mi:ɳɖa,,ha:,haʋka,,,,,,,,,pohem,paɾi,taka,ʋa,miɳɖsi,udda,nil,,,hi,,,,,,,,,,,,in,,,,,,,poɾə,dʒango,sukku,jeɾ,piɾ,,,,,baɳɖa,uske,,mannə,mabbu,,,,,,poja,taɖmi,ni:ɾ,niɾus,haɾɾi,meʈʈa,eɾɾag,patʃtʃad,piva:ʰd,tellag,kaɾə,naɾkaɖ,,,ka:sta,sallag,niɳɖ,puna,,assal,,,,,guɳɖɾal,,,,,ʋaʈʈa,,,,,,,,,,,,poɾol
Dravidian,South-Central,Eastern Muria,emu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Western Muria,mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Far Western Muria,fmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Kui,uki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Koya,kff,,nanna,nimma,,mana:ɖu,,,iddu,addu,,,be:nonɖu,ba:ta,,,,ille,anta:,tʃa:la,,,,oɾɾo:ʈ,ɾeɳɖ,,,,beɾɾa,poɖaʋuʈa:du,,,,tʃinnad,,,,na:taʋa:d,magaʋa:ɳɖ,,,,,,,,ki:ke,piʈʈe:ku,nej,poɾiki,,,ma:ɾa,,,,pe:ɳɖku,a:ki:,ʋe:ɾ,beɾaɖu,,,,to:l,angi:,nettuɾ,bu:la:,kodoʋo:s,gaɾbam,komm,toka:ɾ,geɾk,dʒuʈʈul,talaka:j,keʋ,koɳɖ,mosso:ɾ,pavu:ɾ,palk,na:like,,aɖugu,,mo:ka:l,kaj,,ɖokka,,meɖaka:ja,,eddam,guɳɖeka:ja,ka:dʒam,unnu,tinnu,koɾaka,,,,,,,u:ɖa,ke:dʒa,teluse:,,,,undʒaʈam,,ɖollatam,aʋaka:,,,,,,,,,i:ta,tulla,naɖam,ʋa,undʒa,kudda:,nilla,,,i:m,,,,,,,,,,,,kella,,,,,,,poɖudu,sanɖama:ma,ukka,e:ɾu,ʋa:na,,,,,ɾa:j,isike,,maʈʈi,mabbu,,,,,,kumpo:ɖ,kis,bu:ɖida,maɳɖu,aɾɾi,gubal,eɾɾa,patʃtʃa,pasap,telup,ka:ʈe,mulipe,,,ʋe:ɖ,salla:,ninɖa:,kottad,,mantʃid,,,,,guɳɖɾa:n,,,,,aɾta:d,,,,,,,,,,,,pedeɾ
Dravidian,South-Central,Madiya,mrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Kuvi,kxv,,na:nu,ninu,,mambu,,,idu,et,,,daat,ena,,,,,hara,,,,,ranɖi,rinɖa,,,,be:ɾ,,,,,,,,,ɖoli,kakasi,,,,,,,,,minu,,,,,paʈa,,,,,patɾa,ʋeɾ,,,,,,,nettir,,,tala,,,,bana,tɾajun,kiɾiju,kanu,mungeli,guʈi,palu,ʋenɖa:ɾu,,pa:dami,,mendaja,keju,,banɖi,,,,sipadaki,,,,tinu,katʃine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taa,,,,,,,,,,,,,,,,,,,ʋeda,lendʒu,huka,eju,bela,,,,,ʋali,bali,,bʰumi,ha:gu,,,,,,,dankeɾe,,,,,netuɾi,a:kupatʃtʃa,hingeɾi,pandi,kadia,la:n,,,,,guɾa,puni,,nejun,,,,,,,,,,,,,,,,,,,,,,doru
Dravidian,South-Central,Pengo,peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Pardhan,pch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Khirwar,kwx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Chenchu,cde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Konda,kfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,South-Central,Manda,mha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,Central,Kolami,kfb,,ne:nu,ni:nu,,amdə,,,id,ad,,,bʰu:mi,em,,,,ka:du,ma:k,peɾe,,,,okko:t,duɖə,,,,bʰu:mi,poɖa:m,,,,sinna,,,,ba:ji,maniʂa:n,,,,,,,,guɖɖi,piʈʈa,a:te,pa:nu,,,ma:k,,,,ʋittanam,a:k,ʋe:ɾkam,ɖanɖi maɖɖa,,,,to:l,muɾija,nettuɾ,bokka,bʰu:mi,sanku,kommu,to:ka,bull,ti:ɾu,tal,keʋ,kan,mu:kk,mu:ti,palku,na:lka,,dʒeʈʈa,,muɖsu,keju,,ʈeʈʈe,,mak,,sa:tti,gunɖe,kaleja,aniɾusa:t,a:ntisatun,atekaʂin,,,,,,,ta:na,ʋinti,uɾtanɖa:t,,,,i:mangsati,,tigte:n,alangʈa:n,,,,,,,,,po:nim,tulsa:d,naɖus,ʋa,laba:ɖ muɖsati,udə,ni:ma:n,,,si:ta:n,,,,,,,,,,,,bʰu:mi,,,,,,,suɾija,nela,sukka,i:ɾ,ʋa:na,,,,,gunɖə,usuka,,bʰu:mi,a:bar,,,,,,pog,kiss,buggi,gonɖka,daaɾ,danɖime:ʈ,jeruɖi,niguɾ,pijuda,telluɖi,ɖa:ɾiate,siɾbedin,,,ʋekka,pani,ninɖu,kota,,sobhatan,,,,,bubbaɾi,,,,,a:tiɾ,,,,,,,,,,,,pe:ɾ
Dravidian,Central,Duruwa,pci,,ān,īn,,ām,,,ī,ā,,,ed,nāto,,,,tūk,tūk,tūk,,,,ok,ir(ḍu),,,,berto,tūk,,,,cin,,,,tūk,tūk,,,,,,,,key,tūk,netta,pēni,,,meri,,,,vittid,ev,vār,tūk,,,,tōl,tūk,netir,būla,koṛukuḍ,tūk,tūk,tōka,tūk,tūk,tel,kekol,kan,muvãḍ,vāy,pel,nevãḍ,,tūk,,tūk,key,,poṭṭa,,tūk,,edram,tūk,taruṅg,un,tin,kork,,,,,,,tūk,ven,pun,,,,maḍ,,cay,tūk,,,,,,,,,tūk,tūk,tūk,ver,maḍ,tūk,nilp,,,cī,,,,,,,,,,,,en,,,,,,,tūk,neliñ,cukka,nīr,vāni,,,,,kel,man,,tūk,malgur,,,,,,tūk,kic,nīd,tūk,pāv,tūk,key,pay,tūk,vil,tūk,tūk,,,tūk,pañil,tūk,pun,,tūk,,,,,tūk,,,,,tūk,,,,,,,,,,,,pidir
Dravidian,Central,Ollari,gdb,,a:n,in,,a:m,,,idə,adə,,,tukud,enna:ʈ,,,,tukud,tukud,tukud,,,,okuʈi,iɾuɖu,,,,muɾe,tukud,,,,kande:k,,,,tukud,tukud,,,,,,,,mi:n,titə,ne,tukud,,,tukud,,,,tukud,ʈunɖe,kuɾe,tukud,,,,tal,tukud,nettiɾ,tukud,me:n,kaɾbə,kaɾ gutʃul,kindiɾ,tukud,tʃendi,ta:l,kekal,kaɳul,mungan,tʃa:lu,pa:lkill,na:ng,,pa:dam,,ʋangul,ki:,,pudug,,kanɖ,,palgil,dʒibe,taɖing,un,tin,tukud,,,,,,,tʃu,tukud,sun,,,,tukud,,tukud,tukud,,,,,,,,,tukud,tukud,tukud,ʋa,tukud,undu,tukud,,,tʃi,,,,,,,,,,,,tukud,,,,,,,ʋele,neling,puʈ,ni:r,tukud,,,,,kanɖ,ma:n,,tukud,tukud,,,,,,poa:g,tukud,niɖ,tukud,rasta,kappe,tukud,tukud,tukud,tukud,tukud,tukud,,,ʋeʈal,tukud,puneʈ,nia,,tukud,,,,,tukud,,,,,tukud,,,,,,,,,,,,tukud
Dravidian,Central,Naiki,nit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,North,Brahui,brh,,i:,ni:,,,,,da:,ae,,,de:ɾ,antə,,,,a:xa,kull,ba:z,,,,asit,iɾat,,,,ballun,muɾgun,,,,tʃunak,,,,njaaɽi,naɾeenə,,,,,,,,matʃtʃi:,tʃok,kutʃak,bo:dʰ,,,dɾahkʰt,,,,bedʒdʒ,pann,ɾo:tɛ,bund,,,,sil,su:,ditaɾ,aɖɖə,tʃaɾpi:,xuahae,maɾgʰ,liʈʈik,paɾɾɛ,puʒʒɛ,ka:ʈum,xaf,xan,ba:mus,ba:,danda:n,duʋi:,,nat,,go:ɖ,ɖu:,,peɖʰ,,lex,,xad,ust,dʒagaɾ,kuning,kuning,kaat kanning,,,,,,,unning,bining,tʃa:ing,,,,xatʃing,,kahing,kasfing,,,,,,,,,beʂoling,ba:l kanning,tʃeɾɾing,banning,dɾogʰ taɖing,tu:ling,saling,,,tinning,,,,,,,,,,,,pa:ning,,,,,,,de,ʈu:be,isʈa:ɾ,di:r,pɛɾ,,,,,xal,ɾe:k,,ɖaga:ɾ,dʒammaɾ,,,,,,mo:ʃ,xa:xaɾ,his,xa:xaɾ tinning,saɖak,maʃ,xi:sun,guanakki,pu:ʃkun,pi:un,ma:on,nam,,,ba:sun,jakʰ,puɾ,pu:skun,,dʒua:n,,,,,go:l peɾi,,,,,ba:ɾun,,,,,,,,,,,,pin
Dravidian,North,Kurukh,kru,,ae:n,ni:n,,na:m,,,i:d,hu:,,,ne,je:ndra,,,,mala,majin,bagge,,,,o:nd,i:rəb,,,,koha,diga:h,,,,sanni,,,,mukka,me:t,,,,,,,,indʒo,oɖa,alla,pe:n,,,mann,,,,bi:,atkʰa,pa:da,o:ɖak,,,,tʃapʈa,ahɖa:,kʰe:ns,kʰotʃol,neʈa,bi:,maɾag,kʰola,pentʃo,tʃuʈʈi,kuk,kʰebda,kʰann,mu:ji,baji,pall,takkha,,kʰeɖ,,muka,kʰekkʰa,,ku:l,,kʰesir,,jeʋakʰ,buka,umbalkʰo,onna,mokʰna,kʰatʃtʃna,,,,,,,je:ɾna,menna,akʰna,,,,khandaɾna,,kʰena,eɖabna,,,,,,,,,o:gna,uɖijaɾna,e:kʰna,baɾna,paiha,okʰna,idʒdʒna,,,tʃihna,,,,,,,,,,,,bakʰna,,,,,,,bi:ɖi,tʃando,bi:nko,amm,tʃe:p,,,,,pakʰna,tʃalkuɾu,,kʰekʰel,bada:li,,,,,,mosaga,tʃitʃtʃ,tʃind,olna,ɖahaɾe,paɾta,kheso,haɾija:ɾ,ba:lka,paɳɖɾu,mokʰaɾo,ma:ha,,,udum,ki:ɾna,nindka,pu:na,,da:ʋ,,,,,guʈiɳɖa,,,,,kʰajka,,,,,,,,,,,,na:me
Dravidian,North,Malto,mjt,,he:nu,ni:n,,na:mu,,,i:du,a:du,,,ne:du,indiɾdu,,,,mala:,go:ʈahi:,di:kehi,,,,o:nd,pa:nɖa,,,,be:ɖo,digaɖo,,,,ɾikʋa:di,,,,teldu,muɖsa:,,,,,,,,mi:ndu,pudʒudu,kutʃtʃo,bʰumi,,,bʰumi,,,,bʰumi,ha:tʰa,banda:,bʰumi,,,,tʃa:na,ma:kɖu,ɾasadu,o:tʃuldi:,nedʒdʒa,ɾaɾapa:ndu,maɾgadu,oli,paki:,ta:li,kukudu,daɾti:,a:ndu,muso:,toɾo,pa:ldu,taɖta,,ɾaɖadu,,mu:ka,ʈeʈu,,puɖa:,,asaɾdu,,daibuku,hugli:,tʃedɾo,ho:na:,dʒa:go:lpah,ko:hi,,,,,,,ʈunɖpo,me:na,ha:hpo,,,,andaɾpo ko:ɖa,,keəa:na:keəida:h,badʒpo,,,,,,,,,ho:gpo,uɖa:ɾi,he:kpo,baɾəa:,ko:ɖpo,hokpo,hilpo,,,tʃiba:h,,,,,,,,,,,,hauɖpo,,,,,,,be:ɾdu,bilpdu,bi:nka,hamdu,dʒaɖa:,,,,,guga,ba:li,,bʰumi,badli:,,,,,,mo:ha,tʃitʃadu,bʰumi,me:da,pa:odu,be:ɖo paha:ɖi,e:so,ɾanalo,balke,sada:,maɖhaɾo,ɾa:ti,,,kuɖni,panija:,nindpa:,pu:na,,he:ɖu,,,,,guɖme,,,,,a:ika:,,,,,,,,,,,,na:mi
Dravidian,Unclassified,Bharia,bha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,Unclassified,Allar,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,Unclassified,Vishavan,vis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Munda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Khasi-Palaungic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Khmuic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Mangic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Vietic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
