word,krl,sk,yi,lo,et,kru,ba,kff,lt,tg,pci,liv,bg,vep,el,ja,tr,za,nl,ta,cy,xub,lv,te,as,fy,hy,be,se,xmf,uk,oc,pl,sva,tcy,kxv,tl,tcx,fi,gd,en,id,la,hu,mk,zu,fr,sl,brh,lb,vot,he,kfe,sv,vro,pt,de,kfa,hi,ar,mn,kn,gl,br,kfb,th,af,my,bn,ml,ru,km,mt,ms,ku,fo,ca,yea,lzz,bfq,is,mjt,ug,ko,fa,ny,es,gv,ps,nn,cs,az,sa,ur,da,it,bo,gon,vi,ga,ro,ka,sq,gdb
name,ˈnimi,ˈmɛnɔ,nɔmɛn,sɯː˦˦,ˈnimi,na:me,iˈsɪ̞m,pedeɾ,ˈvɐrːdɐs,nɔːm,pidir,ˈnim,ˈimɛ,ˈnimi,ˈo̞no̞ˌma,na̠ma̠e̞,ɑt̪,,naːm,pe:ɾə,ˈɛnʊ,pja:ɾə,vàːɾds,pe:ɾu,,,ɑˈnun,jiˈmʲa,ˈnamma,säχɛli,iˈmjɑ,,ˈi.mʲɛ,ʒäχɛ,pudaɾə,doru,,pe:ɾ,ˈnimi,,neɪm,,,ˈneːv,,îːɡâːma,nɔ̃,iˈméː,pin,num,ˈnimi,,pe:ɾ,namn,ˈnimi,ˈno.mɨ,ˈnaːmə,peda,naːm,ism,nir,hesaru,,,pe:ɾ,t͡ɕʰɯː˥˩,,ʔəmjì/,nam,peɾə,ˈimʲə,j̥ʰmoḥ,ˈiːsɛm,namə,ˈnɑːv,naun,ˈnɔm,pe:ɾu,dʒɔχɔ,esaɾə,napn,na:mi,ɑt,iɾɯm,nɒːm,ˈd͡zí.na,ˈnom.bɾe,,,,ˈjmɛːno,ɑd,n̪ɑ́ː.mɐn̪,,,ˈno.me,*miŋ,poɾol,ten˧˧,ˈanʲəmʲ,ˈnu.me,säχɛli,ɛməɾ,tukud
long,ˈpitkæ,ˈdl̩ɦiː,,,ˈpikː,diga:h,ʊ̞.ˈðʊ̞n,poɖaʋuʈa:du,,,tūk,ˈpit̪kɑː,ˈdɤlək,ˈpitkʲ,,na̠ɡa̠i,,,lɑŋ,nīṇṭa,hiːr,uddu,,poɖaʋu,,,jɛɾˈkɑɾ,ˈdou̯ɣʲi,,gindzɛ,ˈdɔu̯ɦei̯,,ˈdwu.ɡʲi,dʒwɛdi,uda,,,neɾti,ˈpitkæ,fad̪̊ə,ˈlɒŋ,,ˈlon.ɡus,ˈhosːuː,,,lɔ̃,ˈdɔ́ːwk,muɾgun,laːŋ,ˈpitʃːæ,,ni:tam,lɔŋ,ˈpːikːkː,ˈlõ.ɡu,laŋ(k),uddə,,tˁa.wiːl,,udda,,,poɖa:m,jaːw˧,,ʃè,,ni:nɖa,ˈdlʲinːɨj,vaeṅ,twiːl,,ˈdɯɾeːʒ,ˈlɛŋkʊɹ,ʎuˈɲa,ni:ʈa,gundzɛ,utta,ˈlaŋkʏr,digaɖo,,ˈkiːɭda̠,,,ˈlarɡo,,uʐd̪,,ˈdlou̯ɦiː,uˈzun,,,lanɡ,ˈlunɡo,,la:m,zaːj˨˩,ˈfˠɑd̪ˠə,luŋɡ,grdzɛli,,tukud
we,ˈmyø,ˈmi,,pʰuak˥˧ hau˦˥,ˈmeie,na:m,bɪ̞ð,mana:ɖu,mʲæːs,mɔː,ām,ˈme̞ːg,ˈni.ɛ,ˈmiː,e̞ˈmis,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,bɪz,,ʋɛi̯,na:m,niː,naɳgə,mɛ̄ːs,manamu,ami,vɛi̯,mɛŋkʰ,,ˈmoɑ̯j,tʃkʰi,ˈmɪ,nus,mɨ,næ,jankulu,mambu,ˈnaːmɪn,o:m,ˈme,ʃiɲ,wiː,kami,noːs,ˈmi,niɛ,tʰiːná,nu,ˈmíː,,,ˈmyː,(ʔ)aˈnaχnu,amme,viː,ˈmiːʔ,ˈnɔʃ,viːɐ̯,nanga,ɦəm,naħ.nu,,na:ʋu,,,amdə,raw˧,,t͡ɕoʊʔto̰,,na:m,mɨ,yoeṅ,,kami,,,noˈzal.tɾəs,nanga,tʃkʰin,nanga,vɪð,na:mu,,uɾi,mɒː,ˈi.fe,noˈsotɾos,,muʐ,meː,mɪ,,,ɦəm,,ˈnoi,,mammoʈ,t͡ɕʊwŋ͡m˧˦ toj˧˧,mˠɪdʲ,noj,tʃvɛn,nɛ,a:m
with,ˈkerɑlː,s,,,ˈkoːs,,,,sʊ,bɔː,,ˈiːɲɨz,sɤ,ˈyhtes,me̞,to̞,dolajɯˈsijla,,mɛt,,a,,,,xoɪ.tɛ,,hɛt,,,tsʼkʼɛlä,z,,s,tsäχæn,,,,,ˈkɑnsːɑ,,wɪð,də.ŋan,kum,vɒl,,,a.vɛk,s,,mɑt,ˈkɑːsɑ,am,,meː(d),ˈytːen,kõ,mɪt,,sɑːt̪ʰ,ma.ʕa,,,ko̝ŋ,,,kap̚˨˩,,n̥ɪ̰ɴ,ˈʃɔŋɡe,,s,,,də.ŋan,,viː,əmb,,kʼälä,,,,,wa̠,bɒː,,kon,,,meː,s,iˈlæ,,,mɛd,kon,,,vəːj˧˦,lʲɛ,ku,tʰän,mɛ,
bark,ˈkuori,ˈku̯o.ra,,,ˈkoːr,o:ɖak,qɑˈβɯ̞q,beɾaɖu,ʒʲɪəˈvʲěː,pɵːst,tūk,ˈkuːor,koˈra,ˈkorʲ,,,,naŋ˨˦,sxɔrs,paʈʈe,ˈr̥ɪskl̩,meɾto:lə,,paṭṭa,ba.kɔ.li,,kɛˈʁɛv,kaˈra,,tʼqʼɛbi,,,ˈkɔ.ra,tʼɛpʰ,ketta,,,puʈkoɾi,ˈkuori,,bɑːk,,ˈkor.teks,ˈkeːrɛɡ,,îːᶢǁʱôːlo,e.kɔʁs,ˈlùːbjɛ,bund,ʃuəl,ˈkoːri,,kollutʃo,,ˈkːuːrʲ,,ˈbɔʁkə,aʈʈe,tʃʰaːl,li.ħaːʔ,xɔɮtʰəs,nāru,,,ɖanɖi maɖɖa,plɯa̯k̚˨˩,bɑs,ʔəkʰaʊʔ,,paṭṭa,kɐˈra,,,,,ˈpœɹ̥kʊɹ,əsˈkɔɾ.sə,to:lu,tʼkʼɛbi,paʈʈe,ˈpœr̥kʏr,bʰumi,,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,,,korˈteθa,ruːs,,,ˈkuːra,,ʋɐl̪.kɐ́,cʰal,bark,korˈtettʃa,,to:l,vɔ˧˩,ɾˠuːsˠk,,kʰɛrkʰi,,tukud
you,ˈtyø,ˈti,,tɕao˥˦,ˈteie,,hin,,tʊ,t̪u,,ˈt̪e̞ːg,ti,ˈtiː,e̞ˈsi,kipau,sen,mɯŋ˧˩,jɛi̯,,tiː,,tu,,,doː,du,,,tʰkʰvä,ˈtɪ,ty,tɨ,sgæ,,,iˈkaw,,ˈte,hu,juː,,tuː,ˈtɛ,ti,weːná,ty,ˈtíː,,du,ˈtyː,(ʔ)aˈta,,dʉː,ˈtːiːʔ,tu,duː,,t̪uː,ʔanta,,,,,,kʰun˧,jəi,nɪ̀ɴ,ˈθʊiː,,tɨ,lok,,kamu,tʊ,tʰʉuː(w),ˈtu,,tʰkʰvän,,θu,,,ta̠ŋɕʰin,to,ˈi.we,ˈtu,u,ˈtɑse,dʉː,tɪ,sæn,,aːp,du,t̪u,,,ʔɓaːn˧˨ʔ,t̪ˠuː,tu,tʰkʰvɛn,ti,
sand,ˈtʃuːru,ˈpi̯ɛsɔk,,,ˈliːʋ,tʃalkuɾu,qʊ̞m,isike,,reɡ,man,ˈjɨugɨ,ˈpʲasək,ˈlete,,sɨᵝna̠,kum,θa˨˦,zɑnt,maɳal,,maɳalə,,isuka,ba.li,,ɑˈvɑz,pʲaˈsok,ˈsaːttuː,kʰviʃä,pʲiˈsɔk,ˈsaβlo,ˈpʲa.sɛk,kʰwiʃɛ,pojja,bali,,manal,ˈhiekːɑ,,sænd,,aˈreː.na,ˈhomok,,ísiɬaɓâːtʰi,sɑbl,ˈpèːsək,ɾe:k,zɑnt,ˈliːvɑ,,bʰulo:gam,,ˈliːv,ɐˈɾɐjɐ,zant,maɳa,ɾeːt̪,raml,,maraɭu,ˈʃaβɾe̝,tʁɛs,usuka,saːj˧,sant,θɛ́,,maɳal,pʲɪˈsok,k̥ʰsāc´,,pase(r),,,ˈso.rə,maɳə,ʁumi,pakke,ˈsantʏr,ba:li,qum,mo̞ɾe̞,,mˈt͡ʃe.ᵑɡa,aˈɾena,ˈɡʲanʲax,,sɑnd,ˈpiːsɛk,,,,san,ˈsab.bja,,uske,kaːt̚˧˦,ˈɡanʲəvˠ,niˈsip,kʰviʃä,,ma:n
day,ˈpæivæ,,tɔɡ,wan˦˥,ˈpæeʋ,,tæwˈlɪ̞k,,,rɵːz,,ˈpæːvɑ,,ˈpæiv,,nʲiti,ɡyn,ŋon˧˩,dɑx,,dɨːð,,,,din,,ɔɾ,,ˈpea̯jːviː,dʁä,ˈdɛnʲ,,d͡ʑɛɲ,lädɛʁ,,,,,ˈpæiʋæ,,deɪ,,ˈdi.eːs,ˈnɒp,,ûːsûːɠu,ʒuʁ,,,daːχ,ˈpæivæ,,,,ˈpːæiv,ˈdi.ɐ,tɑːk,,d̪ɪn,jawm,otər,,ˈd̪iɐ,ˈdɛj,,wan˧,daχ,nḛ,,,ˈsutkʲɪ,t̥ʰṅai,,hari,ˈɾoʒ,ˈtɛaːvʊɹ,ˈdi.ə,,dʁä,,ˈtaːɣʏr,,,,ɾuːz,ˈt͡sí.ku,ˈdia,,wrad͡z,,dɛn,,d̪i.n̪ɐ́,,døjn,ˈd͡ʒorno,*ȵi.ma,,ŋaj˨˩,l̪ˠɑː,zi,dʁɛ,,
back,ˈselkæ,ˈxr̩baːt,,laŋ˩˧,ˈselg,,ɑrˈqɑ,,ˈn̪ʊɡɐrɐ,puʃt,,ˈsæːlgɑ,ɡrɤp,ˈselg,,,,,rʏx,,,,,,pi.tʰi,rɛːx,mɛt͡ʃʰkʰ,ˈsʲpʲina,,ɔtʃʼiʃi,,,ˈplɛ.t͡sɨ,tʃʼätʃʼær,,,,,ˈselkæ,kʰuːɫ̪,bæk,,ˈdor.sum,ˈhaːt,ɡr̩p,uḿ̩ɬaːné,do,ˈxərbət,,ʀek,ˈseltʃæ,,,rʏɡ,ˈsːælk,ˈkɔs.tas,ˈʁʏkn̩,,piːʈʰ,ðˁa.ha.ra,,,ˈlombo̝,ˈkɛjn,,laŋ˩˩˦,rœχ,t͡ɕɔ́,,,spʲɪˈna,k̥ʰnṅ,,bəlakaŋ,,,əsˈkə.nə,,kʼäpʼulä,,paːk,,,tɯŋ,pʰoʃt̪ʰ,mˈsá.na,esˈpal.da,d̪riːm,,,ˈzaːda,,,,,ˈskjɛna,,,lɨŋ˧˧,d̪ˠɾˠiːmʲ,,zurgi,ʃpiːn,
worm,ˈuotːø,ˈt͡ʃɛrw,,,ˈusː,,qʊ̞rt,,,kirm,,ˈborʲ,ˈtʃɛrvɛj,ˈtʃundtʃ,sku.ˈli.ci,d͡zẽ̞ɲ̟t͡ɕɨᵝː,,,,,,,,,,,vɔɾtʰ,,,tʃʼiä,,,ˈrɔ.bak,mətʼ,,,,,ˈmɑto,,wɜːm,,ˈwer.mis,ˈkukɒt͡s,,isíɓuːnɡú,vɛʁ,ˈtʃə́rw,,muə̯t,ˈmɑokːɤin,toˈla(ʔ)at,,,ˈhusː,ˈvɛɾ.mɨ,,,kiː.ɽɑː,duː.da,,,ˈbɛɾme̝,pʁɛ̃,,nɔːn˩˩˦,,tìɡàʊɴ,,,t͡ɕerfʲ,ṭṅ̥kūv,,,,,ˈkuk,,tsʼitsʼi,,ˈmaθkʏr,,,,,,ɡuˈsano,beˈʃtʲeːɡ,,,ˈt͡ʃɛrf,,,kiɽa,,ˈvɛrme,,,zun˧˧,pʲeːʃtʲ,,tʃʼiä,kɾimb,
mother,ˈmuɑmo,ˈmatka,ˈmʊtəʁ,mɛː˧˧,ˈemɑ,,æˈsæj,,,mɔːdær,,ˈje̞mɑː,ˈmajkə,ˈmɑmoi,miˈtera,okakasama,anne,ma˨˦,ˈmu.dər,,mam,,māːtɛ,,ma,,mɑjɾ,,ˈea̯dːniː,didä,ˈmɑte,ˈmajɾe,ˈmat.ka,di,,,,,ˈæiti,ˈmaːhəɾʲ,ˈmʌðə(ɹ),,,ˈɒɲɒ,,úmʱáːma,mɛʁ,ˈmàːti,,mɑm,ˈemæ,ˈ(ʔ)em,,muːr,ˈimæ,mɐ̃j̃,ˈmʊtɐ,,,ʔam.ma,ix,,ˈnaj,ˈmãmː,,mɛː˥˩,,,,,matʲ,m̥ṭāy,ɔmː,ibu,,ˈmɔuwɪr,ˈma.ɾə,,nänä,,ˈmamːa,,ɑnɑ,ʌ̹mma̠,mɒːˈd̪æɾ,ˈmá.ji,ˈmadɾe,maːɹ,mor,,ˈmatka,,ɐm.bɑ́ː,,,ˈma.dre,,,mɛ˧˨ʔ,ˈmˠɑːhəɾʲ,ˈma.mə,dɛdä,,
count,ˈlɑskie,,,,ˈlugemɑ,,,,,ʃumurdæn,,ˈlugːɨ,,ˈlɑʃkɑ,,kazuapu,,,ˈtɛlə(n),,,,skàjtîːt,,,,,,ˈlohkah(t),kʼɔrɔtsχuä,,,ˈlʲi.t͡ʂɨt͡ɕ,liʃɛldɛ,,,,,ˈlɑskeɑ,,kaʊnt,,ˈnu.me.roː,ˈsaːmol,ˈbrɔi,,kɔ̃.te,,,ˈt͡siələn,ˈlukɤɑ,,,,ˈlukɤmɑ,kõ.ˈtaɾ,ˈt͡sɛːlən,,ɡɪn.nɑː,,,,,,,nap̚˦˥,tɛ̞ːl,jè,,,ɕːɪˈtatʲ,rāp´,,kirə,,,komˈta,,ɔkʼɔrɔtsχu,,ˈtʰɛlja,,,ˈsʰe̞ːda̠,ʃomordæn,,konˈtaɾ,,,,ˈpot͡ʃiːtat,sɑjˈmɑχ,,,,konˈtare,,,ʔɗem˧˦,ɾˠiːvˠ,,tʰvlä,,
come,ˈtulːɑ,,ˈkʊmən,maː˦˥,ˈtulemɑ,baɾna,,ʋa,ɐˈtʲɛjːtʲɪ,ɔːmædæn,ver,ˈt̪uːld̪ɑ,,ˈtuldɑ,ˈeɾxome,kɯ̟ᵝɾɯ̟ᵝ,ɡælˈméc,tau˥,ˈkoːmə(n),ʋa:,doːd,ba:ɾ,nāːkt,ʋatʃtʃu,aʱ,,ɡɑl,,,mɔulä,,,pʂɨˈxɔ.d͡ʑit͡ɕ,liqʰɛd,baɾaɾa,,pu.mun.ˈta,pa:ɾti,ˈtulːɑ,hikʲ,kʌm,da.taŋ,ˈwe.ni.oː,ˈjøn,,za,və.niʁ,ˈprìːti,banning,,ˈtulɤɑ,,bʰulo:gam,ˈkɔmːa,ˈtːulɤmɑ,ˈviɾ,ˈkɔmən,ba:,ɑːn̪ɑː,d͡ʒaː.ʔa,irəx,baru,,,ʋa,maː˧,kɔm,là,,ʋaɾuga,prʲɪxɐˈdʲitʲ,mk,,dataŋ,ˈhɑːtɯn,,vəˈni,ba:,mɔlvä,pappa,ˈkʰɔːma,baɾəa:,,o̞da̠,ɒːmæˈd̪æn,,beˈniɾ,,rɑˈt̪ləl,,ˈpr̝̊ɪxaːzɛt,,,an̪a,kɔmə,veˈnire,*joŋ,ʋa,laːj˧˨ʔ,t̪ˠaɾˠ,veˈni,mɔsvlä,,ʋa
push,ˈtungie,ˈtɫat͡ʃic,,,ˈtɤukɑmɑ,,,,,,,ˈlikːɨ,,ˈtunktɑ,,,itmec,,ˈdyu̯ə(n),,,,,,,ˈtrjoːə,həˈɾɛl,,,ɛkʼɔkʼinä,,,pxat͡ɕ,likʰχɛ,,,,,ˈtyøntæː,,pʊʃ,doroŋ,ˈpel.loː,ˈtol,,,pu.se,,,,ˈtɤukːɑː,,,²ɧʉːta,ˈtːoukːɑmɑ,ẽ.pu.ˈʁaɾ,ˈdʁʏkŋ̩,,d̪ʱə.keːl.nɑː,,tuɮxəx,,,,,dan˧,,tʊ́ɴ,,,tɐlˈkatʲ,ruñ,,to.laʔ,,,əmˈpə.ɲə,,mɛkʼäntʃʼinu,,ˈr̥ɪnta,,,miɭda̠,,,empuˈxaɾ,,,,ˈtlat͡ʃɪt,,,,skɔbɘ,ˈspindʒere,,,so˧˧,,,mitsʼɛvä,,
who,ˈken,kto̞,,,ˈkes,ne,kɪ̞m,be:nonɖu,,,ed,ˈkis,kɔj,ˈken,,tare,cim,,ʋi,jaarə,puːɨ̯,da:ɾə,,evaru,,,ɔv,xto,,mi,ˈxtɔ,,ktɔ,jær,je:ɾu,daat,,oɾi,ˈkukɑ,koː,hw,,kʷis,ˈki,kɔj,úɓaːní,ki,ˈɡdòː,de:ɾ,,ˈtʃen,,da:ɾə,,ˈkːiæ,kẽ(j̃),veːɐ̯,da:ɾə,kɔːn,mann,,ja:ɾu,,piv,bʰu:mi,kʰraj˧,,bəθù,,a:ɾə,kto,ʾ̥nkṇā,,siapə,,kvøːr,ˈki,ja:ɾu,min,ta:ɾa,xʷɛːr,ne:du,,nuɡu,kʰej,ˈⁿda.ní,ˈkjen,,,,ɡdo,kim,kɐ,,vɛm,k̟i,*su,boɾ,ʔaːj˧˧,ceː,,vin,kuʃ,tukud
rope,ˈnuorɑ,ˈɫanɔ,,,ˈkøis,,ɑrˈqɑn,,,ærʁæmtʃin,,ˈkie̞uʒ,vəˈʒɛ,ˈnor,,,,,,,r̥aːf,,àwkla,,zɔ.ɹi,,pɑˈɾɑn,vʲaˈrou̯ka,,tʰɔkʼi,,,ˈlʲi.na,tʰækʼw,,,,,ˈkøysi,,ɹəʊp,,ˈfuː.nis,ˈkøteːl,ˈjaʒɛ,íntaːmbo,kɔʁd,,,zeːl,ˈtʃøysi,ˈχe.vel,,,ˈkːøytsː,ˈkɔɾ.dɐ,zaɪ̯l,,ɖoː.ɾiː,ħabl,,,,kɔrdɛn,,t͡ɕʰɯa̯k̚˥˩,,t͡ɕó,,,vʲɪˈrʲɵfkə,k̥ʰsae,,tali,,,ˈkɔɾ.də,,tʰɔkʼi,,ˈreiːpɪ,,,pa̠t̚t͡ɕ͈uɭ,,,ˈkwerda,,,,,,,,tɔv,ˈkɔrda,,,zəj˧˧,tʲiad̪ˠ,,tʰɔkʼi,liˈtaɾ,
full,ˈtæysi,pl̩niː,,,ˈtæis,nindka,tuˈɫɯ̞,ninɖa:,,pur,tūk,ˈt̪æuʒ,ˈpɤlɛn,ˈtæyzʲ,ˈpliris,,,,vɔl,niṟainta,ɬau̯n,fullə,pīlns,ninɖu,,,ˈlikʰə,ˈpou̯nɨ,,ɛpʰʃä,ˈpɔu̯nei̯,,ˈpɛw.nɨ,gwɛʃi,dindʒidunɖu,guɾa,,so:kkaije,ˈtæysi,lɑːn,fʊl,,ˈpleː.nus,ˈtɛlɛ,,,plɛ̃,ˈpɔ́ːwn,puɾ,fol,ˈtæynæː,,bʰulo:gam,fɵl,ˈtːæysː,ˈʃɐj.u,fɔl,dumba,puːɾn,mum.ta.liʔ,,tumbidu,ˈt͡ʃeo̝,,ninɖu,,fɔl,pjḛ,,niɾaɲa,ˈpolnɨj,beñ,,pənoh,ˈtɯʒiː,ˈfʊtlʊɹ,ˈplə,dumba,jɔpʰʃä,tʰumbe,ˈfʏtɬʏr,nindpa:,,,por,,,lɛdn,ɖak,,pl̩niː,,,,fuld,ˈpjɛno,,niɳɖ,ʔɗəj˨˩,l̪ˠɑːnˠ,plin,sävsɛ,,puneʈ
human,ˈihmini,,,,ˈinimene,,,,,,,ˈriʃt̪iːng,,ˈristit,,⟨pi1to2⟩,,,,,,,,,ma.nuʱ,,mɑɾtʰkɑˈjin,,,kʼɔtʃi,,,ˈlut͡s.kʲi,ämswäld,,,,,ˈihminen,,ˈ(h)juːmən,,,ˈɛmbɛri,,,y.mɛ̃,tʃlɔˈʋèːʃki,,,ˈinemin,,,²mɛnsklɪ(ɡ),ˈinemine,u.ˈmɐ.nu,mɛnʃlɪç,,,ba.ʃa.rijj,,,,,,,,,,,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,,,,,,uˈma,,kʼɔtʃi,,,,,ˈsʰa̠ːɾa̠m,,,uˈma.no,,,,ˈlɪtskiː,,mɑː.n̪ɐ.ʋɐ́,,,,,,,,o.meˈnesk,ädämiäni,,
seed,ˈsiemen,ˈsɛmɛnɔ,ˈzɔɪ̯mn̩,,ˈseːme,bi:,ʊ̞rˈɫʊ̞q,pe:ɳɖku,ˈsʲeːklɐ,tuxm,vittid,ˈsiːe̞mgɨz,ˈsɛmɛ,ˈsemen,ˈspo̞ro̞s,ta̠ne̞,,,zaːt,ʋedə,haːd,bissə,,ʋittanam,ɡu.ti,,sɛɾm,naˈsʲenʲːe,,tʰäsi,ˈsʲimjɐ,,naˈɕɛ.ɲɛ,læʃi,bi:dʒa,,,pittə,ˈsiemen,,siːd,,ˈseː.men,ˈmɒɡ,,ímbêːwu,sə.mɑ̃s,ˈsèːmɛ,bedʒdʒ,zoːm,ˈseːmeː,,ʋitu,,ˈsːeːmeʔ,sɨˈmẽtɨ,ˈzaːmən,kuɾu,,,ur,bede,seˈmɛnte̝,,ʋittanam,ma˦˥.let̚˦˥.pʰan˧,,ʔəsḭ,,vita,ˈsʲemʲə,g̥rāp´būj,zɛrˈrɪːja,bəneh,ˈtov,fɹɛaː,ʎəˈvo,kuɾu,tʰäsi,pittə,fraiː,bʰumi,,ɕ͈i,t̪ʰoχm,ˈᵐbé.(w)u,,,,frøː,ˈsɛmɛno,toˈχum,bíː.d͡ʑɐ,,sɛːd,ˈseme,,vidʒdʒa,hot̚˧˨ʔ,ʃiːl,səˈmɨntsə,tʰɛsli,ˈfaːɾ,tukud
sing,ˈlɑuluɑ,,ˈzɪn.ɡn̩,,ˈlɑulmɑ,,,,dɐjˈnuɔtʲɪ,,,ˈloulɨ,ˈpɛjə,ˈlɑuldɑ,,ɯ̟ᵝta̠ɯ̟ᵝ,,,ˈzɪ.ŋə(n),,ˈkanɨ̞,,dziɛ̂dâːt,,ɡʊa,,jɛɾˈkʰɛl,,ˈlaːvːluːh(t),birä,sʲpʲiˈu̯ɑte,,ˈɕpʲɛ.vat͡ɕ,liʁräl,,,,,ˈlɑulɑː,,sɪŋ,,ˈka.noː,ˈeːnɛkɛl,,,ʃɑ̃.te,ˈpɛ̀ːti,,ˈzɑŋən,ˈlɑuluɑ,,,,ˈlɑulmɑ,kɐ̃ˈtaɾ,ˈzɪŋən,,ˈɡɑː.nɑː,,,,,,,kʰap̚˨˩.rɔːŋ˦˥,səŋ,θət͡ɕʰɪ́ɴ,,,pʲetʲ,c̥riaṅ,ˈkɐntɐ,,,,kənˈta,,ɔbiru,,ˈsiɲca,,,no̞ɾe̞ɦa̠da̠,sʊɾuːˈd̪æn,,kanˈtaɾ,,,²sʏŋːjɑ,ˈspiːvat,oχumaχ,,ɡaˈna,sønɡə,kanˈtaːre,,,haːt̚˧˦,kanˠ,kɨnˈta,mʁɛrä,kənˈdɔj,
throw,ˈheitːiæ,,,,ˈʋiskɑmɑ,,,,ˈmʲɛsʲtʲɪ,ændɔːxtæn,,ˈe̞it̪ɨ,,ˈtɑtstɑ,,,,,ˈʋɛrpə(n),,ˈtavlɨ̞,,mest,,dɔ.liʊa,,nɛˈtɛl,,,ʔɔtʰämä,,,ˈʐu.t͡sat͡ɕ,likʼwänɛ,,,,,ˈheitːæː,ˈtʃʰilikʲ,θɹəʊ,,ˈjak.toː,ˈdob,,,ʒə.te,,,ɡeˈhai̯en,ˈviskɑː,,,,ˈhiːtːmæ,lɐ̃.ˈsaɾ,ˈvɛʁfən,,pʰeːŋk.nɑː,,xajəx,,,,,joːn˧,,pjɪʔ,,,brɐˈsatʲ,poḥ,,,,kʰasta,ʎənˈsa,,ɔstʰɔmilu,,ˈkʰasta,,,tʌ̹nd͡ʑida̠,ændɒːxtæn,,,,,,,ɑtˈmɑχ,,,,,,,nɛm˧˦,kɑh,,srɔlä,,
rain,ˈviːmɑ,daːʃc,,,ˈʋihm,tʃe:p,jɑm.ˈʁɯ̞r,ʋa:na,ljɛˈtʊs,bɔːˈrɔːn,vāni,ˈviːm,dɤʃt,ˈvihm,vɾoˈçi,same,jaːˈmúɾ̝̊,fɯn˨˦,ˈreː.ɣə(n),maɻai,ɡlau̯,maɭi,liɛ̂tus,ʋarʂam,,rai̯n,ɑnd͡zˈɾɛv,doʂt͡ʂ,ˈarːviː,tʃʼvɛmä,dɔʃt͡ʃ,ˈplɥɛ(d)ʒo,dɛʂt͡ʂ,utʃχɛ,baɾsa,bela,,meɖutti,ˈsɑde,ˈɯʃkʲə,ɹeɪn,,ˈplu.wi.a,ˈɛʃøː,dɔʃt,ímvûːla,plɥi,ˈdə́ʃ,pɛɾ,ʀeːn,ˈsɑto,mɔːˈtˀɔːr,mai,rɛŋn,ˈvihm,ˈʃu.vɐ,ˈʁeːɡən,maɭe,bɑː.ɾɪʃ,,,maɭe,ˈt͡ʃuβja̝,,ʋa:na,fon˩˩˦,rɪə̯(n),mó,,maɻa,doʂtʲ,b̥ʰliaṅ,ˈʃɪtɐ,hud͡ʒan,,ɹɛkn,ˈplu.ʒə,maɭe,mtʃʼimä,me,ˈrɪkniŋk,dʒaɖa:,,pi,bɒːˈɾɒːn,ˈᶬvú.ɽa,ˈʎubja,flʲaː,bɑˈrɑn,,ˈdɛːʃc,jaɣˈɯʃ,,bɑrɪʃ,ˈʁɑɪ̯ˀn,ˈpjɔddʒa,*t͡ɕʰar.pa,piɾ,mɨə˧˧,ˈbˠɑːʃtʲəx,ˈplʷaje,tsʼvimä,ʃiː,tukud
other,ˈtoini,ˈdruɦiː,,,ˈteine,,bɑʂˈqɑ,,,,,ˈmuː,druk,ˈtoine,,ho̞ka̠,di(j)eɾ,,ˈɑn.dər,,ˈaraɬ,,,,an,,ɑjl,ˈjinʂɨ,,ʃχvä,ˈinʃɪj,,ˈin.nɨ,iʃgɛn,,,,,ˈmuː,ˈelə,ˈʌðə(ɹ),,ˈal.ter,ˈmaːʃik,,,otʁ,ˈdrùːɡi,,,ˈmuː,,,,ˈtːɤːnɤ,ˈo(w).tɾu,ˈʔandəʀə,,ənj,,,,,ˈalː,,ʔɯːn˨˩,,ʔət͡ɕʰá,,,drʊˈɡoj,,,,,,,,tʃkʰvä,,,,,ta̠ɾɯn,diːˈɡʲæɾ,,ˈotɾo,,bəl,,ˈdruɦiː,bɑʃˈkɑ,,,andrə,ˈal.tro,,,xaːk̚˧˦,ˈɛlʲə,alt,sχvä,,
blow,ˈpuhɑlduɑ,,,,ˈpuhumɑ,,,,ˈpǔːsʲtʲɪ,,,ˈpuːgɨ,,ˈpuhudɑ,,ɸɯ̟ᵝkɯ̟ᵝ,,,ˈblaːzə(n),,ˈχwəθɨ̞,,,,,,pʰəˈt͡ʃʰɛl,,,bäruä,,,ˈdmu.xat͡ɕ,libɛlɛ,,,,,ˈpuhɑltɑː,,bləʊ,,floː,ˈfuːj,ˈduva,,su.fle,,,,ˈpuhuɑ,,,,ˈpːuhkːmɑ,suˈpɾaɾ,ˈblaːzn̩,,,na.fa.xa,uɮex,,,,,pʰat̚˦˥,,m̥oʊʔ,,,dutʲ,pk´,,,,,buˈfa,,bäräpʰä,,,,,ˈpuːɭda̠,,,,,,,ˈvaːt,,,,blɛːsə,sofˈfjare,,,tʰoj˧˩,ʃeːdʲ,,bɛrvä,,
