word,bg,it,ca,fy,kff,kxv,sv,brh,uk,gd,fo,ta,fr,pci,tcx,sk,sq,mjt,lzz,xub,ml,cy,pl,sl,lt,br,sva,gv,yea,no,ka,bfq,af,cs,ga,lv,nl,oc,es,xmf,mk,tcy,hy,is,de,ru,gdb,kru,be,ro,yi,pt,gon,gl,te,kfb,kfa,kn,da,el,kfe
spit,,spuˈtare,,,,,,,,,,,kʁa.ʃe,,,ˈpʎuc,,,ntʃʼkʼväläpʰä,,,,plut͡ɕ,,,,litʼbənɛ,,,,pʰurtʰχɛbä,,,ˈplɪvnou̯t,,spʎāwt,,,eskuˈpiɾ,pʰurtʼinuä,ˈpɫuka,,tʰəˈkʰɛl,ˈr̥aiːca,ˈʃpʊkŋ̩,plʲɪˈvatʲ,,,,,,kuʃ.ˈpiɾ,,kusˈpiɾ,,,,,spøtɘ,ˈfti.nɔ,
one,,ˈuno,ˈun,,oɾɾo:ʈ,ranɖi,ɛt,asit,oˈdɪn,ɯːn,,onnə,œ̃,ok,uttə,ˈjɛdɛn,ɲə,o:nd,är,ʋandə,onnə,ɨːn,ˈjɛ.dɛn,,,ˈỹː.nãn,ɛʃχu,nɛːn,ondʒu,,ɛrtʰi,ondə,,ˈjɛdɛn,iːnˠ,viɛ̂ns,eːn,,ˈuno,ärtʰi,,ondʒi,mɛk,eitn,aɪ̯ns,ɐˈdʲin,okuʈi,o:nd,,ˈu.nu,,ˈũ,ondi,,okaʈi,okko:t,ondə,ondu,,ˈe̞na,o:dit
tongue,ɛˈzik,ˈliŋ.ɡwa,ˈʎəŋ.ɡwə,,na:like,ʋenɖa:ɾu,ˈtɵŋˌa,duʋi:,jɐˈzɪk,tʰʲɛŋɡə,ˈtʰʊŋka,na:kkə,lɑ̃ɡ,nevãḍ,no:f,ˈja.zik,ˈɟʑuhə,taɖta,nɛnä,nelgi,na:kə,ˈtavɔd,ˈjɛ̃.zɨk,ˈjɛ̀ːzik,,ˈtɛwt,nin,ˈtʃɛnʲə,na:ʋu,,ɛnä,na:lange,,ˈjazɪk,ˈtʲaŋə,mɛ̀ːlɛ,tɔŋ,ˈleŋɡo,ˈlenɡwa,ninä,ˈjazik,na:la:ji,lɛˈzu,ˈtʰuŋka,ˈtsʊŋə,(j)ɪˈzɨk,na:ng,takkha,jaˈzɨk,ˈlimbə,tsʊŋ(ɡ),ˈlĩ.ɡwɐ,ʋendʒeɾ,,na:luka,na:lka,na:ʋu,na:lige,tɔnɡə,ˈɣlosa,na:lgə
two,,ˈdu.e,ˈdos,,ɾeɳɖ,rinɖa,tvoː,iɾat,ˈdʋɑ,,,ɾenɖə,dø,ir(ḍu),e:ɖə,ˈdva.ja,dy,pa:nɖa,ʒur,əddu,ɾendə,daɨ̯,dva,ˈdʋáː,,,jɔri,d̪eː,iɾandə,,ɔri,eɾaɖə,tvɪə̯,dva,d̪ˠoː,,tʋeː,,dos,ʒiri,,ɾaɖɖu,jɛɾˈku,tʰveiːr,t͡svaɪ̯,dva,iɾuɖu,i:rəb,dva,doj,tsvɛj,ˈdojʃ,ɾeɳɖu,,ɾeɳɖu,duɖə,daɳɖə,jeɾaɖu,toː,ˈðiˌo̞,eɖu
thick,dɛˈbɛl,ˈspes.so,,,,,ɕɔk,,,tʰʲu,t͡ʃʰʏʰkːʊɹ,,e.pɛ,,,ˈtɫ̩stiː,,,pʼɛdʒi,,,teːu̯,ˈɡru.bɨ,ˈdɛ̀ːbɛw,,,sgɛl,,,çʊkː,skʰɛli,,,ˈtlustiː,tʲuː,,dɪk,,ˈɡɾweso,ʃχu,,,hɑst,ˈθjɛhtʏr,dɪk,ˈtolstɨj,,,ˈtou̯stɨ,ɡros,,iʃ.ˈpe.su,,,,,,,tyk,,
float,,ɡalledˈdʒare,floˈta,,,,flyːta,,,,,,flɔ.te,,,,,,mɔmkʰu,,,,,,,,,,,,tʼivtʼivi,,,ˈplavat,,,ˈdrɛi̯və(n),,,pʰäpʰäpʰi,,,,,ˈtʀaɪ̯bm̩,ˈplavətʲ,,,,,,,,,,,,,,,
drink,ˈpijə,ˈbe.re,ˈbəw.ɾə,ˈdrɪŋkə,unnu,,drɪkːa,kuning,,ɔːɫ̪,ˈtɾɛʰkːa,kuɖi,bwaʁ,un,uʈʈudi,ˈpic,pi,ho:na:,ɔʃu,kuɖi,kuṭi,ˈəvɛd,pʲit͡ɕ,ˈpiːti,ˈɡʲɛrʲ.tʲɪ,ˈe.vɑ̃,litʰrɛ,,kuɖipə,,smä,kuɖapə,,piːt,oːl̪ˠ,dzɛɾ̂t,ˈdrɪŋkə(n),ˈbewre,beˈβeɾ,ʃumä,ˈpi.ɛ,paɾijaɾa,χəˈmɛl,ˈtrɛhka,ˈtʁɪŋkən,pʲitʲ,un,onna,,be̯a,,be.ˈbeɾ,un,,ta:gu,aniɾusa:t,kuɖipa,kuḍi,drekə,ˈpi.no,unatukə
play,iˈɡrajə,d͡ʒoˈkä.re,ʒuˈɡa,,,,,,ˈɦrɑte,,,,ʒwe,,,ˈɦrac,,,gɛlätʃämu,,,ˈχwaraɨ̯,ɡrat͡ɕ,iˈɡraːti,ˈʒɐjsʲtʲɪ,,liʃmɛ,,,,däkʼvrä,,,ɦraːt,ˈɪmʲəɾʲ,,ˈspeːlə(n),,xuˈɡaɾ,mɛgämä,,,χɑˈʁɑl,ˈleiːka,ˈʃpiːlən,ɪˈɡratʲ,,,,,,ʒu.ˈɣaɾ,,,,,,,lajə,,
sharp,osˈtɤr,affiˈlato,əz.moˈlat,,,,,,,,ˈkvasːʊr,,a.fi.le,,,,,,mtʃʼkʼirulä,,,,ˈɔ.strɨ,ˈòːstər,ɐʃt̪ˈrʊs̪,,bæsr,,,,bäsri,,,ˈostriː,ɟeːɾˠ,as,sxɛrp,,aˈɡudo,kʼväntʰiri,,,suɾ,xʷasː,ʃarf,ˈostrɨj,,,ˈvostrɨ,as.kuˈt͡sit,,a.fi.ˈa.du,,,,,,,,kofteˈros,
suck,,,ʃuˈkla,,,,,,,ˈtʲo.al,,,sy.se,,,,θiθ,,ɔtsʼu,,,,ssat͡ɕ,,ˈtʲʃʲʊlʲpʲtʲɪ,,litʃigw,,,,tsʼɔvä,,,,sˠuːɟ,sùːkt,ˈzœy̯.ɣə(n),,t͡ʃuˈpaɾ,tsʼuälä,ˈt͡sit͡sa,,t͡səˈt͡sɛl,ˈsjuːa,ˈzaʊ̯ɡən,sɐˈsatʲ,,,smaktat͡sʲ,ˈsu.d͡ʒe,,,,t͡ʃuˈt͡ʃaɾ,,,,,,,
ash,ˈpɛpɛl,,,ˈjɪskə,bu:ɖida,,,his,ˈpɔpʲil,,ˈœska,sa:mbal,sɑ̃dʁ,nīd,pu:di,ˈpɔpɔɫ,,bʰumi,nɔmtʃkʰä,pi:di,tʃa:mbal,ˈɬɨ̞dʊ,ˈpɔ.pʲuw,pɛˈpéːw,,ˈlyːdy,kʰæm,,bu:di,,pʰɛrpʰli,kolabu:di,,ˈpopɛl,l̪ˠuə,,ɑs,,θeˈniθa,nätʃʼvi,,tʃu:nja,moˈχiɾ,ˈaska,ˈaʃə,ˈpʲepʲɪl,niɖ,tʃind,ˈpopʲeɫ,,,,ni:ɾ,,bu:ɖida,buggi,bu:di,bu:di,,,po:du atukə
fruit,plɔt,ˈfru.tːo,,,,,ˈfrɵkt,,,,,,fʁɥi,,,ˈɔvɔt͡si̯ɛ,,,χilä,,,fruːɨ̯θ,ˈɔ.vɔt͡s,ˈsáːdɛʃ,ˈvai̯sʲʊs,fʁwɛs,χil,meːs,,,χili,,,ˈovot͡sɛ,ˈt̪ˠɔɾˠə,âwɡlis,vrʏxt,,ˈfɾuta,χili,,,pəˈtuʁ,ˈauːvœxstʏr,fʁʊxt,plot,,,,,fʁʊχt,ˈfɾu.ta,,ˈfɾojta̝,,,,,frɔɡt,,
breast,ɡərˈda,ˈse.no,ˈpit,,eddam,sipadaki,,xad,,kʰʲiəx,brœst,ma:ɾbə,sɛ̃,edram,nidʒikuɖi,ˈpr̩sɲiːk,,daibuku,gjɔnkʰsi,kujndigi,māṟu,brɔn,pʲɛrɕ,,,,mutʃʼwɛd,,mele,,mkʼɛrdi,ma:ɾə,bɔ(ː)rs,pr̩s,,,bɔrst,,ˈpet͡ʃo,kʼidiri,ˈɡrada,tigala,kuɾt͡skʰ,prjoust,bʁʊst,ɡrutʲ,palgil,jeʋakʰ,,pjept,,ˈsɐj.u,dudo,,gunde,sa:tti,mele,ede,brøst,ˈstiθos,me:l
bone,kɔst,ˈɔsso,ˈɔs,,bu:la:,,ˈbeːn,aɖɖə,,,bain,elumbə,ɔs,būla,elf,ˈkɔsc,,o:tʃuldi:,qʼvili,jaləʋə,ellə,,kɔɕt͡ɕ,ˈkóːst,ˈkä̂ˑʊ̯ɫɐs̪,ˈas.kɔrn,dʒidʒw,kreːw,mu:ɭe,bæɪn,dzväli,ilə,,kost,knɑːvʲ,,beːn,ˈɔs,ˈweso,dzväli,,ellə,vɔsˈkɔɾ,ˈpeiːn,ˈknɔχn,kosʲtʲ,tukud,kʰotʃol,kosʲt͡sʲ,os,,ˈo.su,bokka,ˈɔso̝,jemuka,bokka,mu:ɭe,jelubu,knɔɡlə,o̞ˈsto̞,jeluʋə
feather,,ˈpjuma,,,geɾk,,,paɾɾɛ,peˈrɔ,,ˈfjøːvʊɹ,ɾekke,plym,tūk,iɾakke,,,paki:,bundʁä,tiʋija,tu:ʋalə,plɨː,ˈpʲu.rɔ,pɛˈróː,,,pʼintʼqʼil,,to:pəʈa:,fjøːr,bumbuli,ɾakke,,ˈpɛːro,ˈclʲɛtʲə,spālva,veːr,,ˈpluma,burdʁä,,huʋi,pʰɛˈtuɾ,fjœːðʏr,ˈfeːdəʁ,pʲɪˈro,tukud,pentʃo,,fulɡ,,,buɾa,ˈplumɐ,i:ka,bull,topaʈa,gari,fjeːr,,ɾe:kə
dust,,ˈpol.ve.re,ˈpols,,,,dam,,,,,,pu.sjɛʁ,,,,,,mtʼvɛri,,,ɬuːχ,kuʂ,ˈpráːx,,,pʼisw,dʒaun,,,mtʼvɛri,,stɔf,,dʲanˠəx,,,,ˈpol.bo,tʼvɛri,,,pʰoˈʃi,rɪːk,ʃtaʊ̯p,pɨlʲ,,,pɨɫ,,,ˈpɔ,,pɔ,,,,,støːv,,
dull,,,,,,,,,,,,,e.mu.se,,,ˈtupiː,,,dʒängulä,,,,ˈtɛm.pɨ,ˈtɔ́p,,,luwrɛ,,,,blägvi,,,ˈtʊpiː,,,bɔt,,ˈromo,dʒärguliä,,,butʰ,,ʃtʊm(p)f,tʊˈpoj,,,tuˈpɨ,toˈt͡ʃit,,ˈsɛ.ɣu,,,,,,,sløːv,,
tooth,zɤp,ˈdɛnte,ˈdent,,palk,palu,ˈtand,danda:n,,,tʰɔnː,pallə,dɑ̃,pel,paɾse,ˈzup,,pa:ldu,kʼibiri,pallə,pallə,dant,zɔmp,ˈzóːp,,,ʃdikʰ,,pallu,tɑnː,kʼbili,hallə,,zup,ˈfʲiəkəlʲ,zùops,tɑnt,,ˈdjente,kʼibiri,,ku:li,ɑˈtɑm,tʰœnː,t͡saːn,zup,pa:lkill,pall,,ˈdinte,tsɔn,ˈdẽ.tɨ,pal,,pannu,palku,pallə,hallu,tan,ˈðɔndi,pal
white,bʲal,ˈbjaŋko,ˈblaŋk,vit,telup,pandi,,pi:un,ˈbʲilei̯,kʲaɫ̪,ˈkvʊiːjtʊɹ,veɭɭə,blɑ̃,vil,pelti,ˈbi̯ɛli,baːɾð,sada:,χtʃɛ,bəɭɭu,ʋeɭuppə,ɡwɨ̞n,ˈbʲa.wɨ,ˈbéːw,ˈbaːltɐs,,tʰɛtʰnɛ,,boltaji,kʋiːt,tʰɛtʰri,ʋeɭɭe,vət,ˈbiːliː,bˠɑːn̪ˠ,bālts,ʋɪt,,ˈblanko,tʃɛ,,boldu,əspiˈtɑk,ˈxʷiːtʏr,vaɪs,ˈbʲelɨj,tukud,paɳɖɾu,ˈbʲeɫɨ,alb,vajs,ˈbɾɐ̃.ku,tellag,ˈbɾaŋkʊ,vella,telluɖi,boltadə,biɭi,,ˈaspro̞s,ʋellə
five,,ˈt͡ʃin.kwe,ˈsiŋk,,,,fɛm,,ˈpjɑtʲ,koːɡ̊ʲ,fɪmː,,sɛ̃k,,,ˈpɛc,pɛs(ə),,χutʰ,,,pɨ̞mp,pʲɛɲt͡ɕ,péːt,,ˈpɛmp,wɔχuʃd,kwɛɡ,,,χutʰi,,,ˈpjɛt,kuːɟ,pìɛtsi,vɛi̯f,siŋk,ˈθinko,χutʰi,,,hiŋɡ,fɪmː,fʏnf,pʲætʲ,,,,t͡ʃint͡ʃʲ,fɪnf,ˈsĩ.ku,,,,,,,,ˈpe̞(n)de̞,
left,ˈlʲaf,,əsˈkɛ.rə,,,,,,,kʰʲaːrˠ,,,ɡoʃ,,,,,,kʼväntʃχäri,,,χwiːθ,ˈlɛ.vɨ,,,,lɛrtʰɛn,,,,märtsχɛnä,,,ˈlɛviː,clʲeː,kɾèjs,lɪŋks,,,kʼvärtʃχäni,,,d͡zɑχ,,lɪŋk,ˈlʲevɨj,,,,stɨŋɡ,,iʃ.ˈkeɾ.ðu,,,,,,,,,
smooth,,ˈliʃʃo,,,,,,,,miːn,,,lis,,,,,,pʰrändɛri,,,,ˈɡwat.kʲi,,,,mərkʼənɛ,,,,pʼriälä,,,ˈɦlatkiː,kiːnʲ,,ɣlɑt,,ˈliso,värkʼälä,,,hɑɾtʰ,ˈstljɛhtʏr,ɡlat,ˈɡlatkʲɪj,,,ˈɣɫatkʲi,ˈne.ted,,ˈli.zu,,,,,,,,,
child,dɛˈtɛ,bamˈbi.no,ˈnən,bɛːn,,,bɑːrn,,deˈtɪnɐ,,ˈpatn,,ɑ̃.fɑ̃,,,ˈɟi̯e.ca,,,bɛrɛ,,,ˈplɛntɨ̞n,ˈd͡ʑɛt͡s.kɔ,ɔˈtrɔ́k,ˈvɐɪ̯ˑkɐs̪,,bɛpʰʃw,,,bɑːrn,bävʃvi,,kənt,ˈɟiːcɛ,ˈpˠɑːʃtʲə,bæ̀ːɾns,kɪnt,,ˈixo,bäʁänä,ˈdɛtɛ,,jɛɾɛˈχɑ,ˈpartn,kɪnt,rʲɪˈbʲɵnək,,,,fiw,kɪnd,ˈfi.ʎu,,ˈne.na,,,,,barn,peˈði,
blood,krɤf,ˈsan.ɡwe,ˈsaŋk,bluə̯t,nettuɾ,nettir,,ditaɾ,ˈkrɔu̯,,plɔuːw,ɾattam,sɑ̃,netir,po:kʰə,ˈkr̩w,ɟ͡ʝak,ɾasadu,ditsχiri,nəttəɾə,ɾektam,ˈɡwaːi̯d,krɛf,ˈkríː,krɒ͜úˑjæs,ˈɡwaːt,zisχ,folʲ,tʃo:ɾe,bluː,sisχli,rattə,blut,krɛv,fˠɪlʲ,asinis,blut,,ˈsanɡɾe,zisχiri,kr̩f,nettarə,ɑɾˈjun,plouːð,bluːt,krofʲ,nettiɾ,kʰe:ns,,ˈsɨn.d͡ʒe,blʊt,ˈsɐ̃.ɡɨ,nettuɾ,,ɾaktamu,nettuɾ,tʃo:ɾə,ɾakta,bloːd,ˈema,ne:tuɾu
man,tʃoˈvɛk,ˈwɔ.mo,ˈɔ.mə,ˈminskə,magaʋa:ɳɖ,kakasi,mɛnːɪɧa,naɾeenə,,t̪ɯɲə,,a:ɳə,ɔm,tūk,a:lom,ˈt͡ʃɫɔvɛk,ɲɛˈɽi,muɖsa:,kʼɔtʃi,gəɳɖaɭə,a:ɳə,dɨːn,ˈt͡ʂwɔ.vʲɛk,ˈtʃlɔ̀ːʋɛk,ʒmoˈɡʊs,,märɛ,,panija,²mɛnːɛʃə,kʼätsi,kanɖumuga,,ˈt͡ʃlovjɛk,ˈd̪ˠɪnʲə,tsìlvæ̀ːks,mɛns,,ˈombɾe,kʼɔtʃi,ˈt͡ʃɔvɛk,a:ndʒʋu,mɑɾtʰ,ˈmanːɛsca,mɛnʃ,t͡ɕɪlɐˈvʲek,tukud,me:t,t͡ʂaɫaˈvʲek,om,mɛnt͡ʃ,ˈɔmẽɪ̯,mankal,ˈɔmɪ,puɾuʂuɖu,maniʂa:n,a:naaɭə,ganɖasu,,ˈanθɾɔpɔs,ganmagu
far,dəˈlɛtʃɛn,lonˈtano,ʎuˈɲa,,,,,,,,,,lwɛ̃.tɛ̃,,,,,,mɛndrä,,,pɛɬ,daˈlɛ.kʲi,ˈdàːlɛtʃ,,,dʒwɛdiä,,,,ʃɔri,,,ˈdalɛkiː,ˈfˠɑd̪ˠə,tâːls,vɛr,,,ʃɔri,,,hɛˈru,,fɛʁn,dɐˈlʲɵkʲɪj,,,daˈlʲokʲi,deˈpar.te,,ˈlõ.ʒɨ,,,,,,,,makriˈa,
cut,,taʎˈʎare,təˈʎa,,,,ˈɧæːˌra,,,kʲaːrˠ,,,ku.pe,,,ˈrɛzac,,,ɔtʃʼkʼiru,,,ˈtɔrɪ,t͡ɕɔɲt͡ɕ,rézati,,,likʰtʃɛ,,,,tʃʼrä,,,ˈr̝ɛzat,ɟaːɾˠ,ɡrīɛ̄st,ˈsnɛi̯də(n),,,tʃʼkʼiruä,,,kətˈɾɛl,ˈscɛːra,,ˈrʲezətʲ,,,,,,kuɾˈtaɾ,,,,,,,skɛːrə,,
flower,t͡svʲat,,ˈflɔ,blom,,,blʊ.ma,,ˈkʋʲitkɐ,,ˈblɔuma,,flœʁ,,,ˈkvɛt,ˈlulɛ,,pʰukʰiri,,,ˈblɔdɨ̞n,kfʲat,ˈtsʋéːt,,blœ̃w,muʁwæ,,,bluːm,qʼvävili,,,ˈkvjɛt,bˠl̪ˠɑː,,blum,,ˈfloɾ,pʼɛuli,,,t͡sɑˈʁik,plouːm,ˈblyːtə,t͡svʲɪˈtok,,,,flo̯are,blʊm,ˈfloʁ,,,,,,,,ˈanθɔs,
thin,ˈtɤnək,sotˈtile,,,,,,,,,,,mɛ̃s,,,ˈcɛŋkɔ,,,tʰitʰχu,,,ˈtɛnaɨ̯,ˈt͡ɕɛn.kʲi,,,,dətʰχɛl,,,,tʰχɛli,,,ˈtɛŋkiː,keːl̪ˠ,tiêws,,,ˈfino,tʰχitʰχu,ˈtɛnɔk,,bɑˈɾɑk,ˈθʏnːʏr,dʏn,ˈtonkʲɪj,,,ˈtonkʲi,slab,,ˈfi.nu,,,,,,,,,
live,ʒiˈvɛjə,ˈvi.ve.re,ˈviw.ɾə,ˈlɪbjə,,,leːva,,,,,,vivʁ,,,ˈʒic,jɛˈtɔj,,skʰidälä,,,bɪu̯,ʐɨt͡ɕ,ʒiˈʋeːti,ɡiˈʋæntɪ,,lidrɛ,,,,tsχɔvrɛbä,,,ʒiːt,mˠaɾʲ,dzîːvuôt,ˈleːvə(n),,biˈbiɾ,rinä,,,ɑpˈɾɛl,ˈlɪːva,ˈleːbən,ʐɨtʲ,,,,trəˈi,,viˈveɾ,,,,,,,leːvə,ˈzo,
human,,,uˈma,,,,²mɛnsklɪ(ɡ),,,,,,y.mɛ̃,,,,,,kʼɔtʃi,,,,ˈlut͡s.kʲi,tʃlɔˈʋèːʃki,,,ämswäld,,,,ädämiäni,,,ˈlɪtskiː,,,,,uˈma.no,kʼɔtʃi,,,mɑɾtʰkɑˈjin,,mɛnʃlɪç,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,,,,o.meˈnesk,,u.ˈmɐ.nu,,,,,,,,,
snow,snʲak,ˈne.ve,ˈnew,sniə,,,snøː,,ˈsʲnʲiɦ,,,,nɛʒ,,,ˈsɲɛx,,,mtʰviri,,,ˈei̯ra,ɕɲɛk,,sʲnʲjæɡɐs,,musw,ˈʃnʲaxt̪ə,,snøː,tʰɔvli,,sniu,sɲiːx,ˈʃnʲaxt̪ˠə,snìɛks,sneːu̯,ˈnɛw,ˈnjebe,tʰiri,,,d͡zjun,snjouːr,ʃneː,sʲnʲek,,,sʲnʲex,zəˈpadə,,ˈnɛ.vɨ,,ˈnɛβɪ,,,,,,,
at,,a,a,,,,poː,,,,ʊiː,,a,,,,ˈnə,,,,,ʊrθ,u,pri,pɐs,,ʒi,,,poː,zɛ,,,u,ə,,ɔp,,en,,vɔ,,,,an,vɛ,,,,la,,ˈa,,,,,,,,ˈston,
meat,mɛˈsɔ,ˈkar.ne,ˈkaɾn,flai̯s,angi:,,ɕœtː,su:,ˈmjɑsɔ,,t͡ʃʰøːʰt,iṟaicci,vjɑ̃d,tūk,pi:t,ˈmæso,miʃ,ma:kɖu,χɔrtsi,əɾsi,iɾatʃi,kiːɡ,ˈmʲɛ̃.sɔ,mɛˈsóː,,,lɛʁw,feːlʲ,iɾatʃi,çøːt,χɔrtsi,pa:ɖə,fləis,ˈmaso,fʲoːlʲ,ɡaʎa,vleːs,,ˈkarne,χɔrtsi,,ma:sa,mis,kʰjœːt,flaɪ̯ʃ,ˈmʲasə,tukud,ahɖa:,ˈmʲasa,ˈkarne,flɛɪʃ,ˈkaɻ.ne,haʋʋi,,ma:msamu,muɾija,eɾatʃi,bāḍu,,ˈkre̞as,podu
fat,,ˈɡras.so,,,kodoʋo:s,,fɛt,tʃaɾpi:,,,ˈfiːtɪ,koɻuppə,ɡʁɛs,koṛukuḍ,koɻəppə,tuk,,nedʒdʒa,jäʁi,tanniʋi,koɻuppə,ˈbrastɛr,twuʂt͡ʂ,,rʲɪəbɐˈlɐɪ̯ˑ,,mətʃχim,,tʃiɾabi,,tsχimi,koɭəppə,,,sˠail̠ʲ,,vɛt,,ˈɡɾasa,gägäbi,,tʃeɾabi,t͡ʃɑɾp,ˈfɪːta,fɛt,ʐɨr,me:n,neʈa,,,,ɡoɹ.ˈdu.ɾa,koɾondʒ,,koʋʋu (noun),bʰu:mi,tʃeɾabi,kobbu,fet,ˈli.pos,koɭupu
fingernail,ˈnɔkət,ˈun.ɡja,ˈuŋ.ɡlə,,,,,,,,,,ɔ̃ɡl,,,ˈɲɛxt,,,butsχä,,,,pazˈnɔ.kʲɛt͡ɕ,ˈnóːxt,,,tsχä,,,,pʰrtʃχili,,,,,,,,ˈu.ɲa,birtsχä,nɔkt,,jɛˈʁunɡ,nœkl,ˈfɪŋɐnaːɡl̩,ˈnoɡətʲ,,,paˈznoɣat͡sʲ,,,ˈu.ɲɐ,,,,,,,najl,ˈniçi,
hit,,kolˈpire,kol.pəˈʒa,,,,,,,ˈbuɪl,,,fʁa.pe,,,ˈudri̯ɛc,,,gɛtʃämu,,,ˈtarɔ,uˈdɛ.ʐat͡ɕ,,,,liqʼɛr,,,,rtʼqʼmä,,,,,,ˈraːkə(n),,,mɛgämä,,,χəˈpʰɛl,stlauː,ˈʃlaːɡən,ʊdɐˈrʲætʲ,,,,,,ɡow.pe.ˈaɾ,,,,,,,slɔː,,
when,,ˈkwando,ˈkwan,,,,,,kɔˈlɪ,,,,kɑ̃,,,,,,mundɛs,,,prɨːd,ˈkʲɛ.dɨ,ˈɡdàːj,kɐˈdɐ,,ʃɔmä,,,,rɔdis,,,ɡdɪ,kəˈhɪnʲ,,ʋɑˈneːr,,ˈkwando,muʒäms,ˈkɔɡa,,jɛɾpʰ,,van,kɐɡˈda,,,,kɨnd,,ˈkwɐ̃.du,,,,,,,vɔrnɔːr,ˈpote,
correct,ˈvɛrɛn,korˈrɛtto,koˈrɛk.tə,,,,,,,,,,kɔʁɛkt,,,,,,mtʰini,,,ˈkəu̯ɪr,pra.vʲiˈdwɔ.vɨ,praˈʋíːlən,,,mɛgu,,,,stsʼɔri,,,ˈspraːvniː,,paɾɛ̄īs,,,koˈreɡto,tʰinu,,,t͡ʃiʃt,ˈrjɛht,kɔˈʁɛkt,ˈpravʲɪlʲnɨj,,,praˈvʲilʲnɨ,koˈrekt,,ku.ˈʁɛ.tu,,,,,,,,so̞ˈsto̞s,
wipe,,aʃʃuˈɡare,ə.ʃuˈɡa,,,,,,,,,,e.sɥi.je,,,,,,ɔtsʼimidu,,,,vɨˈt͡ɕɛ.rat͡ɕ,,,,likʼwtsæni,,,,tsʼmɛndä,,,ˈuciːrat,ˈkɪmʲɪlʲ,slāwtsîːt,ˈveː.ɣə(n),ejsyˈɣa,limˈpjaɾ,tsʼiminduä,ˈbriʃɛ,,səɾˈpʰɛl,,ˈvɪʃn̩,vɨtʲɪˈratʲ,,,,,,ˌes.fɾe.ˈɡa(ɻ),,,,,,,veskɘ,,
egg,jəiˈt͡sɛ,ˈwɔ.vo,ˈɔw,aːi̯,gaɾbam,tala,ɛɡː,xuahae,,u,ɛkː,muʈʈe,œf,tūk,muʈʈe,ˈvajt͡sɛ,,ɾaɾapa:ndu,mäkʰväli,mujɾgi,muʈʈa,uːɨ̯,ˈja.jɔ,ˈjàːjtsɛ,,,ləgrɛ,au,muʈʈe,ɛɡː,kʼvɛrtsχi,moʈʈe,ˈəiər,ˈvɛjt͡sɛ,uː,uōla,ɛi̯,,ˈwebo,märkʰväli,ˈjajt͡sɛ,ketti,d͡zu,ˈɛkː,aɪ̯,(j)ɪjˈt͡so,kaɾbə,bi:,ˈjajka,ow,,ˈo.vu,mi:ndʒ,ˈɔ.βʊ,guɖɖu,sanku,muʈʈe,moʈʈe,ɛːɡ,ta.oˈa,mooʈə
swim,,nwoˈtare,nəˈda,ˈsvɪm.mə,i:ta,,,beʂoling,,,,neentə,na.ʒe,tūk,ni:tʃal,ˈpɫaːvac,nɔˈtɔj,ho:gpo,ɔntʃviru,ni:nɖʒu,neentuga,ˈnɔvjɔ,ˈpwɨ.vat͡ɕ,ˈplaːʋati,ˈpɫɒʊ̯ˑkʲtʲɪ,,likʰni,,maɳa,²sʏmjɑ,tsurvä,ni:ndə,,ˈplavat,sˠn̪ˠɑːvˠ,pɛ̄ldɛ̂ːt,ˈzʋɛ.mə(n),,naˈdaɾ,ntʃuruä,,mi:ndaɾa,lɔˈʁɑl,ˈsɪnta,ˈʃvɪmən,ˈplavətʲ,tukud,o:gna,,,,nɐˈðaɾ,pohem,,i:du,po:nim,mi:ɾodu,i:dʒo,svœmə,,ni:tʃal
wife,ʒɛˈna,ˈspɔ.za,ˈdɔ.nə,,,,hɵ̄sːtrʉ̂ː,,druˈʐɪnɑ,,,,fam,,,,ˈɡɾua,,ɔχɔrdʒä,,,ɡuˈrai̯ɡ,ˈʐɔ.na,ˈʒɛ̀ːna,,ˈɡwʁɛːk,χɛχw,,,,tsɔli,,,ˈmanʒɛlka,bʲanˠ,sīɛ̄va,vrɑu̯,ˈfenno,esˈposa,ɔsuri,ˈʒɛna,,kin,ˈeiːjɪn.kʰɔːna,,ʐɨˈna,,,ˈʐonka,,,es.ˈpo.za,,esˈposa̝,,,,,,,
pull,,t̪iˈrare,tiˈɾa,,,,,,tʲɐˈɦɑte,,,,ti.ʁe,,,ˈci̯aɦnuc,,,ɔzdimu,,,,ˈt͡ɕɔŋ.ɡnɔɲt͡ɕ,,,,libid,,,,mɔkʰätʃvä,,,ˈtaːɦnou̯t,,,ˈtrɛkə(n),,tiˈɾaɾ,zindäpʰi,,,kʰɑˈʃɛl,ˈtraːɣa,ˈtsiːən,tʲɪˈnutʲ,,,t͡sʲaˈɣat͡sʲ,,,pu.ˈʃa(ɹ),,,,,,,trɛkə,,
old,star,ˈvɛk.kjo,ˈveʎ,ɔːt,,,,,,ʃɛn,kɛaːmal,,vjø,,,ˈstariː,,,mdʒvɛʃi,,,heːn,ˈsta.rɨ,ˈstár,ˈsʲæːnɐs,,dʒwinɛl,,,²ɡɑːmɑl,dzvɛli,,œu,ˈstariː,ʃanˠ,,ɑu̯t,,anˈtiɡwo,dʒvɛʃi,,,hin,ˈkaːmatl,alt,ˈstarɨj,,,staˈrɨ,vekʲ,,ˈvɛ.ʎu,,,,,,,ɡaməl,,
