word,zu,xub,hy,ar,yea,ml,mk,es,gd,ka,yi,ny,kxv,tg,sv,kff,de,th,ro,cs,ru,za,lt,bfq,hi,gv,cy,te,kfe,liv,he,pt,pl,bg,ur,gdb,vro,hu,ca,brh,mjt,ko,my,ug,ga,sq,bn,lb,ku,kfa,ja,gl,nl,nn,ta,vot,tcy,tr,az,ms,en,br,tcx,et,km,is,as,ps,vep,be,fa,kfb,pci,uk,xmf,sva,sk,fr,fo,el,id,af,oc,krl,vi,la,bo,kru,tl,kn,gon,lo,da,mt,sl,lv,ba,fy,fi,se,mn,lzz,sa,it
where,,,vɔɾˈtɛʁ,,,,ˈkadɛ,ˈdonde,,säd,vʊ,,,,dɛːr,,voː,tʰiː˥˩.naj˩˩˦,ˈunde,ɡdɛ,ɡdʲe,,kʊr,,,,,,,ˈkus,ejˈfo,ˈõ.d͡ʒi,ɡd͡ʑɛ,,,,ˈkːon,ˈɒɦol,ˈon,,,ʌ̹di,,,,,,,,,idu,ˈonde̝,ʋaːr,,,ˈkuzɑ,,nɛɾɛd̪ɛ,ˈhɑrɑ,di manə,ʍɛə(ɹ),,,ˈkus,,,zot,,ˈkus,,kʰoˈdʒɒː,,,ˈdɛ,sɔ,imɛg,ˈɡɟɛ,u,,,,,ˈunt,ˈkus,ʔɗəw˧˧,ˈu.bi,,,,,,,,,ˈkjèː,kùɾ,ˈqɑjðɑ,,ˈmisːæ,,,sɔ,,ˈdove
tree,úmuːtʰí,meɾi,t͡sɑr,,maɾa,maɾam,,ˈarbol,,χɛ,bɔjm,mˈté.ᵑɡo,paʈa,,,ma:ɾa,baʊ̯m,ton˥˩.maːj˦˥,ˈarbore,strom,ˈdʲerʲɪvə,fai˦˨,ˈmʲæːdʲɪs,moɾa,,ˈbilʲə,ˈkɔɨ̯dɛn,tʃeʈʈu,maɾam,ˈpuː,et͡s,ˈaɾ.vu.ɾɨ,ˈdʐɛ.vɔ,dərˈvɔ,,tukud,ˈpːuː,ˈfɒ,ˈa.bɾə,dɾahkʰt,bʰumi,na̠mu,θɪʔpɪ̀ɴ,,kɾˠaun̪ˠ,,ɡɑs,baːm,,maɾa,kɨ,,boːm,,maɾam,ˈpuː,maɾa,a.át͡ʃ,ɑˈɣɑd͡ʒ,pokokʔ,tɹiː,ɡwe,me:n,ˈpuː,ṭoemjʰoe,tʰrjɛː,ɡɔs,ˈwəna,ˈpu,ˈdreva,deˈɾæxtʰ,ma:k,meri,,dʒä,mɛgɛm,strɔm,aʁbʁ,tɹɛaː,ˈðe̞n.dro̞,po.hon,bʊəm,,ˈpuː,kəj˧˧,ˈar.bor,*ɕiŋ,mann,,mara,maɾa,ton˥˧ mai˥˧,trɛː,ˈsɪdʒrɐ,drɛˈʋóː,kùoks,ɑˈʁɑs,bɪə̯m,ˈpuː,ˈmuo̯rra,,ndʒä,,ˈal.be.ro
green,,passla:ngi,kɑˈnɑt͡ʃʰ,ʔax.dˁar,patʃtʃe,patʃtʃa,,ˈberde,ˈuəɲə,mtsʼvänɛ,ɡʁin,,a:kupatʃtʃa,,ɡrøːn,patʃtʃa,ɡʁyːn,kʰia̯w˩˩˦,ˈver.de,ˈzɛlɛniː,zʲɪˈlʲɵnɨj,,,patʃtʃe,ɦə.ɾɑː,,ɡwɨ̞rð,patʃtʃa,patʃtʃə,ˈoːʎɑz,jaˈʁok,ˈveɾ.ðɨ,ʑɛˈlɔ.nɨ,zɛˈlɛn,,tukud,ˈrohilinɤ,ˈzøld,ˈvɛɾt,guanakki,ɾanalo,no̞ks͈e̞k̚,séɪɴ,jeˈʃil,ɡlˠasˠ,ˈɟɛlbəɾ,,ɡʀeŋ,,patʃtʃe,mʲido̞ɾʲi,ˈbeɾðe̝,ɣrun,,patʃtʃə,ˈrohoin,patʃtʃe,jeˈʃil,jɑˈʃɯɫ,hid͡ʒau̯,ɡɹiːn,,patʃtʃai,ˈroheline,paitṅ,kraitn,xɛu.zia,zərˈɣun,ˈvihɑnd,zʲaˈlʲonɨ,sæbz,niguɾ,pay,zeˈlɛnei̯,tsʼvänɛ,jərʒi,ˈze̞.ɫe̞.niː,vɛʁ,,ˈpɾasinos,,,ˈbert,ˈvihrie,maw˨˩,ˈwi.ri.dis,*ld͡ʑaŋ.kʰu,haɾija:ɾ,,hasiru,patʃtʃad,,ɡrœn,ˈɐħdɐr,zɛˈlɛ́n,zaʎʃ,jæˈʃɪ̞l,ɣriə̯n,ˈʋihreæ,,,χäntʃʼɛni,,ˈver.de
turn,,,ʃəɾdʒˈvɛl,,,,,xiˈɾaɾ,,tʼriäli,,,,,,,ˈdʁeːən,mun˩˩˦,,ˈtot͡ʃɪt,vrɐˈɕːat͡sːə,,,,,,,,,ˈkiːe̞rɨ,,,,,,,ˈkːæːntmæ,ˈforoɡ,ʒiˈɾa,,,ˈto̞ːɭda̠,l̥ɛ̰,,kɑsˠ,,,,,,,,ˈdraːi̯ə(n),,,ˈtʃæːntæː,,dœnmec,,,tɜːn,,,ˈpøːrɑmɑ,,,,tɑwaˈwəl,ˈkæroutɑ,,ɡæʃtæn,,,,rtʰäpʰä,lisipʼ,,tuʁ.ne,,,,,,ˈkiændiæ,,ˈwer.toː,,,,,,,drajə,,,,,,ˈkæːntyæ,,,ɔkʰtʰu,,dʒiˈrare
lake,íːǀʰiːɓí,,lit͡ʃ,bu.ħaj.ra,,,,ˈla.ɡo,,tʼbä,,ˈɲa.ⁿd͡ʒá,,kɵl,ɧøː,,zeː,saːp̚˨˩,,ˈjɛzɛro,ˈozʲɪrə,hu˧˩,ˈæːʒʲɛɾɐs,,d͡ʒʱiːl,laːx,ɬɨ̞n,,,ˈjoːrɑ,,ˈla.ɣu,jɛˈʑɔ.rɔ,ˈɛzɛro,,,ˈjærv,ˈtoː,ˈʎak,,,ɸʷo̞sʰu,kàɴ,køl,l̪ˠɔx,liˈcɛn,,zɜɪ,,,mʲizɨᵝɯ̟ᵝmʲi,ˈlaɣo̝,meːr,,,ˈʝɑrvi,,ɟœl,ɡœl,taseʔ,leɪk,,,ˈjærʋ,pẏṅ,vaʰtn,bil,,ˈjærvʲ,ˈvozʲera,dæɾjɒːˈtʃʰe,,,ˈɔzerɔ,tʼɔbä,tʼɔb,ˈjazɛrɔ,lak,vaʰtn,,,,,ˈjærvi,ho˨˩,ˈla.kus,*mt͡sʰo,,,,,nɔːŋ˩˨,søː,aˁːˈdiːr,ˈjéːzɛrɔ,æzæɾs,kʏl,,ˈjærʋi,ˈjaːvːriː,nʊːr,tʼɔbä,,ˈlaɡo
dull,,,butʰ,ka.liːl,,,,ˈromo,,blägvi,,,,,,,ʃtʊm(p)f,,toˈt͡ʃit,ˈtʊpiː,tʊˈpoj,,,,,,,,,ˈt̪ɨːlzɑ,,ˈsɛ.ɣu,ˈtɛm.pɨ,,,,ˈnyhr,,,,,mudida̠,tóʊɴ,,,,,,,,,,bɔt,,,ˈtylpːæ,,køɾ,,,dʌl,,,ˈnyri,,,,,ˈtylts,tuˈpɨ,,,,,dʒärguliä,luwrɛ,ˈtupiː,e.mu.se,,,,,,ˈtyltʃːæ,kun˨˩,ˈhe.bes,,,,,,,sløːv,,ˈtɔ́p,,,,ˈtylsæ,,,dʒängulä,,
back,uḿ̩ɬaːné,,mɛt͡ʃʰkʰ,ðˁa.ha.ra,,,ɡr̩p,esˈpal.da,kʰuːɫ̪,zurgi,,mˈsá.na,,puʃt,rʏɡ,,ˈʁʏkn̩,laŋ˩˩˦,,ˈzaːda,spʲɪˈna,,ˈn̪ʊɡɐrɐ,,piːʈʰ,d̪riːm,,,,ˈsæːlgɑ,,ˈkɔs.tas,ˈplɛ.t͡sɨ,ɡrɤp,,,ˈsːælk,ˈhaːt,əsˈkə.nə,,,tɯŋ,t͡ɕɔ́,,d̪ˠɾˠiːmʲ,ʃpiːn,,ʀek,,,,ˈlombo̝,rʏx,,,ˈseltʃæ,,,,bəlakaŋ,bæk,ˈkɛjn,,ˈselg,k̥ʰnṅ,paːk,pi.tʰi,,ˈselg,ˈsʲpʲina,pʰoʃt̪ʰ,,,,ɔtʃʼiʃi,tʃʼätʃʼær,ˈxr̩baːt,do,,,,rœχ,,ˈselkæ,lɨŋ˧˧,ˈdor.sum,,,,,,laŋ˩˧,,,ˈxərbət,,ɑrˈqɑ,rɛːx,ˈselkæ,,,kʼäpʼulä,,ˈskjɛna
this,,idə,ɑjs,haː.ðaː,iʋe:,i:,ˈɔvɔj,ˈeste,ʃɔ,ɛs,,,idu,,,iddu,ˈdiːzər,niː˦˥,aˈt͡ʃest,ˈtɛnto,ˈɛtət,,,idə,jəʱ,,hʊn,ī,idhə,ˈse̞,ˈe.le,ˈɛʃ.tɨ,tɛn,ˈt̪ɔzi,,idə,ˈsːeo,,əˈkəst,da:,i:du,i,,bu,ʃɔ,ky,,des,,idə,ko̞no̞,,ˈdeːzə,,inta,ˈse,undu,bu,bu,ini,ðɪs,,idə,ˈseː,neḥ,ˈθɛsːɪ,,,ˈnetse,,ʔin,id,ī,,tʰɛnä,äli,,sə,,aˈftos,,dɨt,,ˈtæmæ,naj˨˩,hik,,i:d,,idhu,id,niː˥˦,,,ˈtáː,ʃis,,,ˈtæmæ,,,äjä,,ˈkwes.to
woman,úm̩fâːzi,pəɳakkən,kin,ʔim.ra.ʔa,panitʃi,peɳɳə,ˈʒɛna,muˈxeɾ,b̥ɛn,kʰäli,,ˈmká.zi,ɖoli,,ˈkvɪnːˌa,na:taʋa:d,fʁaʊ̯,pʰuː˥˩.jiŋ˩˩˦,feˈmeje,ˈʒɛna,ˈʐɛnʲɕːɪnə,,ˈmoːtʲɛrʲɪs,emma:ti,ˈɔːɾət̪,bɛᵈn,,stɾi:,pemagu,ˈnɑi,,muˈʎɛɾ,kɔˈbʲɛ.ta,ʒɛˈna,,tukud,ˈnɑːnɤ,ˈnøː,ˈdɔ.nə,njaaɽi,teldu,jʌ̹sʰʌ̹ŋ,méɪɴma̰,,bʲanˠ,ˈɡɾua,,fʀa,,ponna:ɭə,õ̞nːa̠ no̞ çi̥to̞,muˈʎɛɾ,vrɑu̯,²kʋɪnːə,peɳ,ˈnɑin,pondʒa,kaˈdɯn,,wanita,ʊ,,tusmo:gə,ˈnɑine,s̥rī,ˈkʰɔːna,maɪ.ki ma.nuʱ,ʂəˈd͡za,ˈnɑine,ʐanˈt͡ʂɨna,,ba:ji,tūk,ˈʒʲinkɐ,ɔsuri,zuräl,ˈʒe.na,fam,,ʝiˈne̞ka,,,ˈfenno,ˈnɑine,fu˧˨ʔ nɨ˦ˀ˥,ˈfeː.mi.na,,mukka,,hengasu,muɾtad,pʰuː˨˩ ɲiŋ˦˥,ˈkʰvenə,,ˈʒèːnska,,qɑˈtɯ̞n,,ˈnɑinen,ˈnisuː,,ɔχɔrdʒä,s̪t̪ɽíː,ˈdɔn.na
they,ɓoːná,,nəˈɾɑŋkʰ,hu.maː,,,tiɛ,ˈeʎos,iət̪,isini,,ˈi.wó,,,dɔm,,ziː,kʰaw˩˩˦,jej,ˈoɲɪ,ɐˈnʲi,,jæ,,ʋeː,,huːɨ̯,,,ˈne̞,,ˈe.lɨʃ,ˈɔ.ɲi,t̪ɛ,,,ˈnimæʔ,ˈøːk,ˈeʎs,,,kɯdɯɭ,θùdo̰,uˈlɑr,ʃiəd̪ˠ,aˈta,t̪ara,,,,ka̠ɾe̞ɾa̠,,zɛi̯,,,ˈnæmæd,,onˈlar,o(n)lar,mərekə,ðeɪ,,,ˈnemɑd,gāt´,θeiːr,xiʱɔt,,ˈhiː,,ʔeːˈʃɒːn,,,wɔˈnɪ,tʰinɛpʰi,ɛdʒær,ˈɔɲi,il,tʰaiːɹ,,məreka,,,ˈhyø,hɔ˧˨ʔ,ˈi.iː,,,,,,,di,ˈuːmɐ,ˈɔ̀ːni,,uˈɫɑr,ja,ˈhe,,,ɛntʰɛpʰɛ,,
smooth,,,hɑɾtʰ,naː.ʕim,,,,ˈliso,miːn,pʼriälä,,,,,,,ɡlat,ria̯p̚˥˩,ˈne.ted,ˈɦlatkiː,ˈɡlatkʲɪj,,,,t͡ʃɪk.nɑː,,,,,ˈt̪ɑzzi,,ˈli.zu,ˈɡwat.kʲi,,,,ˈsːilːe,ˈʃimɒ,,,,me̞k͈ɯɾʌ̹p̚t͈a̠,t͡ɕʰɔ́,,kiːnʲ,,,ɡlaːt,,,,,ɣlɑt,,,ˈlɑkːɑ,,,,,smuːð,,,ˈsile,,ˈstljɛhtʏr,,,ˈtɑzo,ˈɣɫatkʲi,,,,,värkʼälä,mərkʼənɛ,,lis,,,,,,ˈtɑzɑine,faŋ˧˩,ˈɡla.ber,,,,,,,,,,,,,ˈtɑsɑinen,,,pʰrändɛri,,ˈliʃʃo
stone,íːtʃe,kallə,kʰɑɾ,,kallu,kallə,,ˈpjedɾa,,kʰvä,,ˈmʷa.ɽá,ʋali,sæŋ,,ɾa:j,ʃtaɪn,hin˩˩˦,,ˈkaːmɛn,ˈkamʲɪnʲ,,,kallə,pət̪.t̪ʰəɾ,klaːx,ˈkarɛɡ,ɾa:ji,kal,ˈkiv,ˈeven,ˈpɛ.dɾɐ,ˈka.mʲɛɲ,ˈkamək,,kanɖ,ˈkːivi,ˈkøː,ˈpe.dɾə,xal,guga,to̞ːɭ,t͡ɕaʊʔ,tɑʃ,klˠɔx,ɡuɾ,,ʃteːn,ˈkɛvɯɾ,kallə,iɕi,ˈpɛðɾɐ,steːn,,kallə,ˈtʃivi,kallu,tɑʃ,,batu,stəʊn,,kaɾs,ˈkiʋi,t̥ʰm,steitn,pa.tʰɔɹ,,ˈkivi,,sæŋɡ,gunɖə,kel,,kʰuä,bætʃ,ˈkamɛɲ,pjɛʁ,,,,,ˈpɛjɾo,ˈkivi,ʔɗaː˧˦,ˈla.pis,*rdo,pakʰna,ba.ˈto,kallu,baɳɖa,,,,ˈkàːmən,,tɑʂ,stiə̯n,ˈkiʋi,ˈkea̯ðːkiː,,kʰvä,,ˈpjɛtra
wide,,,lɑjn,waː.siʕ,,,,ˈaɲ.tʃo,,pʰärtʰɔ,,,,,viːd,,bʀaɪ̯t,kwaːŋ˥˩.jaj˨˩,larɡ,ˈʃɪrokiː,ʂɨˈrokʲɪj,,,,t͡ʃɔː.ɽɑː,,ˈɬədan,,,ˈlɑigɑː,,ˈlaɾ.ɡu,ʂɛˈrɔ.kʲi,ʃiˈrɔk,,,ˈlɑkʲɑ,ˈseːlɛʃ,,,,nʌ̹ɭt͈a̠,t͡ɕɛ̀,,ˈl̠ʲahənˠ,ˈɟ͡ʝɛ.ɾə,,bʀeːt,,,,,,,,ˈlɑdʲdʲɑ,,vaːˈsiː,,,waɪd,,,ˈlɑi,l̥h,ˈpreiːðʏr,bɔ.ɦɔl,,ˈleved,ʂɨˈrokʲi,,,,ʃeˈrɔkei̯,pʰärtʰɛ,mäʃri,,laʁʒ,ˈpɹaijʊɹ,,,,,ˈlevei,zəwŋ͡m˧˨ʔ,ˈlaː.tus,,,ma.ˈla.pad,,,kwaːŋ˥˧,,,,plats,ˈkʲiŋ,,ˈleʋeæ,,ɵrɡəŋ,mbɔli,,ˈlarɡo
white,m̩ɬôːpʰe,bəɭɭu,əspiˈtɑk,ʔab.jadˁ,boltaji,ʋeɭuppə,,ˈblanko,kʲaɫ̪,tʰɛtʰri,vajs,,pandi,,,telup,vaɪs,kʰaːw˩˩˦,alb,ˈbiːliː,ˈbʲelɨj,haːu˨˦,ˈbaːltɐs,ʋeɭɭe,səfed̪,,ɡwɨ̞n,vella,ʋellə,ˈvɑːld̪ɑ,,ˈbɾɐ̃.ku,ˈbʲa.wɨ,bʲal,,tukud,ˈvɑlkɤ,ˈfɛɦeːr,ˈblaŋk,pi:un,sada:,çida̠,pʰjù,ɑq,bˠɑːn̪ˠ,baːɾð,ʃad̪a,væːɪ̯s,ˈspiː,boltadə,⟨siro1si⟩,ˈbɾaŋkʊ,ʋɪt,kʋiːt,veɭɭə,ˈvɑlkeɑ,boldu,ɑk,,puteh,waɪt,,pelti,ˈʋɑlge,s,ˈxʷiːtʏr,bɔ.ɡa,spin,ˈvɑuged,ˈbʲeɫɨ,seˈfiːd̪,telluɖi,vil,ˈbʲilei̯,tʃɛ,tʰɛtʰnɛ,ˈbi̯ɛli,blɑ̃,ˈkvʊiːjtʊɹ,ˈaspro̞s,,vət,,ˈvɑlgei,t͡ɕaŋ˧˦,ˈal.bus,*tkar.po,paɳɖɾu,ˈpúˈtɪ,biɭi,tellag,,,ˈɐbjɐt,ˈbéːw,bālts,ɑq,vit,ˈʋɑlkoinen,ˈvie̯lːkah(t),t͡sʰaɢaŋ,χtʃɛ,ɕʋɐj.t̪ɐ́,ˈbjaŋko
bone,îːtʰâːmbo,jaləʋə,vɔsˈkɔɾ,ʕaðˁm,mu:ɭe,ellə,,ˈweso,,dzväli,,ˈfú.pa,,ustuxɔːn,ˈbeːn,bu:la:,ˈknɔχn,kra˨˩.duːk̚˨˩,os,kost,kosʲtʲ,,ˈkä̂ˑʊ̯ɫɐs̪,ilə,ɦəɖ.ɖiː,kreːw,,jemuka,jeluʋə,ˈluː,ˈʕɛsˀɛm,ˈo.su,kɔɕt͡ɕ,kɔst,,tukud,ˈluː,ˈt͡ʃont,ˈɔs,aɖɖə,o:tʃuldi:,,ʔəjó,,knɑːvʲ,,,ʃɑŋk,,mu:ɭe,pone,ˈɔso̝,beːn,bæɪn,elumbə,ˈluː,ellə,ceˈmic,syˈmyk,tulaŋ,boʊn,ˈas.kɔrn,elf,ˈluː,c̥ʰʾẏṅ,ˈpeiːn,,,ˈlu,kosʲt͡sʲ,ostoxɒn,bokka,būla,,dzväli,dʒidʒw,ˈkɔsc,ɔs,bain,o̞ˈsto̞,,,ˈɔs,ˈluː,sɨəŋ˧˧,oːs,,kʰotʃol,,jelubu,bokka,,knɔɡlə,ˈaˁːdmɐ,ˈkóːst,,hʏ̞.ˈjæk,,ˈluː,ˈtaːkːtiː,,qʼvili,ɐ́s̪.t̪ʰi,ˈɔsso
wing,íːpʰiːɠo,,tʰɛv,d͡ʒa.naːħ,,,,ˈala,,pʰrtʰä,,ˈpʰi.ko,,bɔːl,ˈvɪŋˌɛ,,ˈflyːɡl̩,piːk̚˨˩,,kr̝̊iːdlo,krɨˈlo,fɯːt˧,,,,ˈskiːən,ˈadai̯n,,,ˈt̪iːbɨz,kaˈnaf,ˈa.zɐ,ˈskʂɨ.dwɔ,kriˈlɔ,,,ˈsːiːp,ˈsaːrɲ,ˈa.lə,,,na̠ɭɡe̞,ʔətàʊɴ,,ˈʃcɪhɑːn,kɾa,,,,,t͡sɨᵝba̠sa̠,aː,,,,ˈsiːpi,,,ɡɑˈnɑd,,wɪŋ,ˈas.kɛl,,ˈtiːb,s̥lāp,ˈvaiŋkʏr,dɛu.ka,,ˈsuːg,krɨˈɫo,bɒːl,,,,suä,kʼäbərdʒ,ˈkriːdɫɔ,ɛl,ˈvɔŋkʊɹ,,,,,ˈsiːbi,kajŋ̟˧˦,ˈaː.la,,,,,,,,ˈd͡ʒwɪːnɐħ,ˈkrìːlɔ,spàːɾns,qɑˈnɑt,,ˈsiːpi,ˈsoɑ̯ɟɟiː,,msvä,,ˈala
know,,gott(ə) uɳɖi,ɡitɛˈnɑl,ʕa.li.ma,aɾiʋo,aɾajuga,,saˈbeɾ,,tsɔdnä,vɪsn̩,,,dɔːnistæn,veːta,teluse:,ˈvɪsn̩,ruː˦˥,ʃti,ˈvjɛɟɛt,znatʲ,ɣo˦˨,ʒɪˈnoː.tʲɪ,aɾaʋə,ˈd͡ʒɑːn̪.n̪ɑː,,ˈmɛdrɨ̞,eṟāgu,asu:bej,ˈt̪iːe̞d̪ɨ,ˈjeda,sɐ.ˈbeɾ,ˈvʲɛ.d͡ʑɛt͡ɕ,,dʒanːa,sun,ˈtːiːtmæ,ˈtud,səˈbə,tʃa:ing,ha:hpo,ˈa̠ːɭda̠,θḭʃḭ,,,di,,,ˈzɑːniːn,aɾi,,,ˈʋeːtə(n),,aṟi,ˈtæːtæː,teɾijaɾa,bilˈmɛ́c,bilˈmæk,tahu,nəʊ,,aɾspini,ˈteɑdmɑ,cer,ˈvɪːta,,poˈheˈdəl,ˈtetɑ,ˈvʲedat͡sʲ,d̪ɒːnesˈt̪ʰæn,uɾtanɖa:t,pun,ˈznɑte,rtʃkʰinä,mäχäl,ˈvɛɟi̯ɛc,savwaʁ,,ˈksɛ.ɾɔ,ta.hu,vɪət,,ˈtietyæ,ʔɓiət̚˧˦,ˈski.oː,*ɕes,akʰna,,ari,jeɾpaʈ,huː˥˧,,,,zinâːt,,,ˈtietæː,,mitəx,ɔtʃkʰinu,,saˈpeː.re
heart,ínɬizíːjo,jaddi,siɾt,qalb,nendʒi,hɾudajam,ˈsr̩t͡sɛ,koɾaˈθon,,guli,,mˈtí.ma,,dil,ˈjɛrˌta,guɳɖeka:ja,hɛʁts,hua̯˩˩˦.t͡ɕaj˧,ˈinimə,ˈsr̩t͡sɛ,ˈsʲert͡sə,θim˨˦,ʃʲɪrʲˈdʲɪs,,d̪ɪl,kriː,ˈkalɔn,hɾudajamu,nendʒu,ˈsid̪ɑːm,,ko.ɾa.ˈsɐ̃w̃,ˈsɛr.t͡sɛ,sərˈt͡sɛ,,dʒibe,ˈsːyæ,ˈsiːv,ˈkɔr,ust,hugli:,,n̥əlóʊɴ,,kɾˠiː,ˈzɛməɾ,,,,hrudaja,ɕĩnd͡zo̞ː,,ɦɑrt,²jɑrtə,idajam,ˈsyæ,mannə,jyˈɾɛc,ɡælb,d͡ʒantoŋ,hɑːt,ˈkalɔ̃n,manasə,ˈsydɑ,peḥṭūṅ,ˈçar̥ta,dil,zɻə,ˈsydæin,ˈsert͡sa,del,gunɖe,tūk,ˈsɛrt͡se,guri,gwi,sr̩tsɛ,kœʁ,ˈjaɹ̥ʈa,karˈðʝa,d͡ʒan.tʊŋ,,kɔr,ˈsyvæin,tim˧˧,kor,*zȵiŋ,buka,,hrudaya,guɳɖe,tɕai˩˨,jɛrtə,ˈʔɐlp,sərˈtséː,sîɾts,jʏ̞.ˈræk,hɛt,ˈsydæn,ˈvaːjːpmuː,,guri,ɦŕ̩.d̪ɐ.jɐ,ˈkwɔːre
new,,pəjjmən,nɔɾ,d͡ʒa.diːd,pudijai,pudija,,ˈnwebo,uːɾ,äχäli,,,puni,,ny,kottad,nɔʏ̯,maj˨˩,now,ˈnoviː,ˈnovɨj,mo˧˥,,ostə,nə.jɑː,,ˈnɛu̯ɨ̞ð,kotta,pudijadə,ˈuːʒ,χaˈdaʃ,ˈno.vu,ˈnɔ.vɨ,nɔf,n̪əjaː,nia,ˈvɑhtːsːɤnɤ,ˈuːj,ˈnɔw,pu:skun,pu:na,sʰe̞ɾo̞p̚t͈a̠,θɪʔ,,n̪ˠuə,ɾi,nɔt̪un,nɑɪ̯,ˈnuː,pudija,arataɕiki,ˈnɔ.βʊ,niu̯,,pudusə,ˈuːsi,posatta,,jeˈni,baru,njuː,ˈne.ve,pudu:n,ˈuːs,t̥ʰmī,niːr,,ˈnəwai,ˈuzʲ,,,kota,pun,,äχäli,mäχɛ,ˈnɔviː,nu.vo,nʊt͡ʃːʊɹ,ˈne̞o̞s,,,,ˈuːsi,məːj˧˦,ˈno.wus,*ksar.pa,pu:na,,hosadu,puna,mai˧˧,nyː,dʒdiːt,ˈnɔ́w,jaûns,jɑ.ˈŋɯ̞,nɛi̯,ˈuːsi,ˈoðas,ʃin,äʁäni,n̪ɐ.ʋɐ,ˈnwɔ.vo
dog,îːɲdʒá,na:jə,ʃun,kalb,na:ji,na:ja,,ˈpero,kuː,dzäʁli,hʊnt,ˈɡa.ɽú,,sæɡ,hɵnd,nej,hʊnt,maː˩˩˦,ˈkɨj.ne,pɛs,sɐˈbakə,ma˨˦,ʂuə,ne,kʊt̪.t̪ɑː,ˈmɔːðə,kiː,kukka,na:ji,ˈpiɲ,,ˈkɐ̃w̃,pʲɛs,ˈkutʃɛ,kutɑː,ne,ˈpːini,ˈkucɒ,ˈɡos,kutʃak,kutʃtʃo,ke̞ː,kʰwé,it,ˈmˠad̪ˠɾˠə,cɕɛn,kukuɾ,hont,,na:ji,inɯ̟ᵝ,,ɦɔnt,,na:ji,ˈkoirɑ,na:ji,cøˈpec,,and͡ʒeŋ,dɒɡ,,noi,ˈkoer,c̥ʰkae,ˈhʏntʏr,kukuɹ,,ˈkoir,,sæɡ,a:te,netta,,dʒɔʁɔri,ʒɛʁ,ˈpɛs,ʃjɛ̃,ˈhʊntʊɹ,ˈscilos,aɲ.dʒiŋ,ɦɔnt,ˈɡus,ˈkoirɑ,t͡ɕɔ˧˦,ˈka.nis,*kʰʲi,alla,,na:ji,nej,maː˩˨,hun,kɛlp,ˈpə́s,,ɪ̞t,huːn,ˈkoirɑ,ˈpea̯na,nɔxɔi,dʒɔʁɔri,ɕʋɐ́n̪,ˈka.ne
snow,íːǃʰwa,,d͡zjun,θald͡ʒ,,,,ˈnjebe,,tʰɔvli,,,,,snøː,,ʃneː,hi˨˩.maʔ˦˥,zəˈpadə,sɲiːx,sʲnʲek,nai˨˦,sʲnʲjæɡɐs,,bə.ɾəf,ˈʃnʲaxt̪ə,ˈei̯ra,,,ˈlum,ˈʃeleɡ,ˈnɛ.vɨ,ɕɲɛk,snʲak,,,ˈlumi,ˈhoː,ˈnew,,,nun,n̥ɪ́ɴ,,ˈʃnʲaxt̪ˠə,,bɔrɔf,ʃnɜɪ,,,⟨yuki1⟩,ˈnɛβɪ,sneːu̯,snøː,,ˈlumi,,kaɾ,,,snəʊ,,,ˈlumi,b̥ril,snjouːr,bɔɹɔf,wɑˈwra,ˈlumi,sʲnʲex,,,,ˈsʲnʲiɦ,tʰiri,musw,ˈsɲɛx,nɛʒ,,,,sniu,ˈnɛw,ˈlumi,twiət̚˧˦,niks,*ɡaŋs,,,,,,,,,snìɛks,qɑr,sniə,ˈlumi,ˈmuo̯hta,t͡sʰas,mtʰviri,ɦi.mɐ́,ˈne.ve
mouth,uḿ̩loːmo,ba:jə,bɛˈɾɑn,fam,ba:ji,ʋa:ja,,ˈboka,piaɫ̪,pʼiri,,ˈka.mʷa,guʈi,dæˈhɔːn,mɵn,pavu:ɾ,mʊnt,paːk̚˨˩,,ˈuːsta,rot,paːk˧˥,bʊrˈnɐ,pe,mũːʱ,ˈbiəl,keːɡ,no:ɾu,ʋa:ji,ˈsuː,,ˈbo.kɐ,ˈu.sta,usˈta,,tʃa:lu,ˈsːuː,ˈsaːj,ˈbo.kə,ba:,toɾo,ip̚,pəzaʔ,,bʲia̯l̪ˠ,ˈɡɔjə,mukʰ,mont,ˈdɛv,ba:ji,kutu,,mɔnt,,ʋa:ji,ˈsuː,ba:ji,aːɯz,ɑˈɣɯz,mulot,maʊθ,ˈɡɵ̃ː.nu,po:i,ˈsuː,māt´,ˈmʏnːʏr,mukʰ,xwlə,ˈsu,rot,d̪æˈhɒːn,mu:ti,vāy,ˈrɔt,pʼidʒi,pʼil,ˈuːsta,buʃ,,,,mɔnt,buko,ˈsuː,miəŋ˧˨ʔ,oːs,*kʰa,baji,,ba:ji,toɖɖi,,mon,ħɐlʔ,ˈùːsta,mutɛ,ɑˈwɯ̞ð,ˈmulə,ˈsuː,,am,pʼidʒi,ɑ́ːs̪,ˈbokka
