word,sv,yi,sk,lzz,cs,gon,kru,lo,my,id,ur,yea,mn,ml,ar,ga,af,gdb,lb,fo,cy,se,pci,tr,tcy,de,it,zu,vi,he,lt,uk,az,ba,ku,ka,te,fa,sl,th,fy,xmf,gd,kfb,bfq,br,es,hy,bn,el,nl,kxv,gv,be,tg,kfe,kn,da,ug,pl,ko,hi,la,sa,bg,ro,tcx,kff,oc,mjt,sva,sq,ca,km,ms,as,hu,ny,ja,za,fr,ru,pt,bo,en,mk,kfa,tl,xub,ps,nn,lv,mt,fi,is,gl,brh,ta
red,røːd,,ˈt͡ʃɛrvɛniː,mtʃʼitʰä,ˈt͡ʃɛrvɛniː,eɾɾag,kheso,,nì,,lal,tʃo:pə,,tʃumappə,ʔaħ.mar,ˈdʲaɾˠəɡ,roːi̯,tukud,ʀəʊt,,koːχ,,key,kɯɾmɯzɯ,kempu,roːt,ˈros.so,,ʔɗɔ˧˩,,rɐʊˈdoːnɐs,t͡ʃeˈrwɔnei̯,,,,tsʼitʰɛli,eɾupu,ɢeɾˈmez,ərˈdɛ́tʃ,dɛːŋ˧,,tʃʼitʰä,ˈtʲɛrɛk,jeruɖi,keppə,,ˈroxo,kɑɾˈmiɾ,,ˈkocinos,roːt,netuɾi,,t͡ʂɨˈrvonɨ,,netiɾ,kempu,røːd,,t͡ʂɛrˈvɔ.nɨ,p͈a̠ɭɡa̠tʰa̠,lɑːl,ˈru.be.us,ɽu.d̪ʱi.ɽɐ́,tʃɛrˈvɛn,ˈro.ʃu,keppə,eɾɾa,,e:so,tsʼərni,kuc,ˈrɔt͡ʃ,k̥rhm,merah,ɹɔ.ŋa,ˈpiroʃ,,akaki,,ʁuʒ,ˈkrasnɨj,vɨɾ.ˈmɐ(j).ʎu,*dmar.po,ɹɛd,,tʃo:pə,pʊˈla,tissəgaɳɖa:ngi,sur,ræʉ,sâɾkans,ˈɐħmɐr,ˈpunɑi̯nen,ˈrøyːðʏr,beɾˈmeʎo̝,xi:sun,cem
three,treː,dʁaj,ˈtri,sum,tr̝ɪ,,,saːm˩˧,θóʊɴ,ti.ɡa,,,ɢʊrəw,,θa.laː.θa,tʲɾʲiː,,,dʀæi̯,trʊdʒɪr,triː,ˈkolːpma,,,,dʁaɪ̯,tre,,ʔɓaː˧˧,,,trɪ,ʏtʃ,ʏ̞s,,sämi,,,ˈtríːjɛ,saːm˩˩˦,,sumi,,,,,tɾes,jɛˈɾɛkʰ,,ˈtri.a,dri,,t̪riː,,,,,,yt͡ʃ,tʂɨ,sʰe̞ːt̚,t̪in,treːs,t̪ɽí,,trej,,,tres,,sɛmi,tɾɛ,ˈtɾəs,pī,tiɡə,tini,ˈhaːrom,,*/sam,θaːm˨˦,tʁwɑ,trʲi,ˈtɾeʃ,*ksum,θɹiː,,,tatˈlɔ,,d̪re,,trîːs,,ˈkolme,θriːr,,,
fly,,,ˈmuxa,ɔpʰutʰχinu,ˈmou̯xa,paɾi,uɖijaɾna,,jɪ̀ɴɡàʊɴ,,,mannə,,paɾakkuga,,kɪˈlʲoːɡ,,tukud,,ˈfluː(w)ʊ,,,tūk,sinɛc,ɾa:paɾa,ˈfliːɡə,,,zuəj˨˩,zvuv,,,,sɪ̞.ˈβɪ̞n,ˈmeːʃ,pʰrɛnä,eguɾu,mæˈɡæs,ˈmùːxa,ma˦˥.lɛːŋ˧.wan˧,mɪx,pʰurinuä,,tulsa:d,paɾappə,,ˈmoska,t͡ʃɑnt͡ʃ,matʃʰi,ˈmiɣa,vlix,,,,,pa:ɾʋu,ha:ɾu,fluːə,,ˈmu.xa,pʰa̠ɾi,,ˈmus.ka,,muˈxa,,po:ɾtʃ,tulla,,uɖa:ɾi,lipʼɛr,,ˈmos.kə,ruy,lalat,makʰi,ˈleːɟ,ˈⁿt͡ʃʰé.ⁿt͡ʃʰe,,,muʃ,ˈmuxə,ˈmos.ka,,flaɪ,,pa:ɾa,,pa:ɾ,,²flʉːɡə,muʃa,dʊˈbːɪːnɐ,,ˈflʏːɣa,ˈmoska̝,ba:l kanning,paɾə
sharp,,,,mtʃʼkʼirulä,ˈostriː,,,,t͡ɕʰʊ̀ɴ,,,,,,ħaːdd,ɟeːɾˠ,,,,ˈkvasːʊr,,,,,,ʃarf,affiˈlato,,sak̚˧˦,,ɐʃt̪ˈrʊs̪,,,ʏtˈkɪ̞r,,bäsri,,teːz,ˈòːstər,kʰom˧,,kʼväntʰiri,,,,,aˈɡudo,suɾ,,kofteˈros,sxɛrp,,,ˈvostrɨ,,,,,,ˈɔ.strɨ,,,ˈaː.ker,,osˈtɤr,as.kuˈt͡sit,,,,,bæsr,,əz.moˈlat,mut,,,ˈeːlɛʃ,,,,a.fi.le,ˈostrɨj,a.fi.ˈa.du,,ʃɑːp,,,,,,,as,,,xʷasː,,,
nose,ˈnɛːsˌa,,,tʃχindi,nos,mosoɾ,mu:ji,daŋ˩˧,n̥əkʰáʊɴ,,,mu:kkə,,mu:kə,ʔanf,sˠɾˠoːnˠ,nɪøs,mungan,nuəs,nøːs,truːɨ̯n,,muvãḍ,buˈɾun,mu:gu,ˈnaːzə,ˈna.zo,íːkʰaːla,muj˦ˀ˥,ʔaf,,,buˈrun,tɑˈnɑw,,tsχviri,mukku,,ˈnóːs,t͡ɕa˨˩.muːk̚˨˩,,tʃχvindi,s̪t̪ɾɔːn,mu:kk,mu:kə,ˈfriː,naˈɾiθ,kʰitʰ,,ˈmiti,nøːs,mungeli,st̪rudʲnʲ,,biˈniː,mu:kə,mu:gə,ˈnɛːsə,,nɔs,kʰo̞,naːk,,,nɔs,,mittu:p,mosso:ɾ,,muso:,nɛpʰχwnä,,ˈnas,c̥rmuḥ,hidoŋ,nak,ˈorː,ˈᵐpʰu.no,,,ne,nos,nɐˈɾiʃ,*zna,nəʊz,,mu:kkə,ʔi.ˈlɔŋ,mu:kkə,,,,,ˈnenæ,nɛːv,naˈɾiθ,ba:mus,mu:kə
feather,,,,bundʁä,ˈpɛːro,buɾa,pentʃo,,ʔətàʊɴ,,,to:pəʈa:,,tu:ʋalə,,ˈclʲɛtʲə,,tukud,ˈfie̯deʀ,ˈfjøːvʊɹ,plɨː,,tūk,tyj,huʋi,ˈfeːdəʁ,ˈpjuma,úːpʰaːpʰé,ləwŋ͡m˧˧ vu˦ˀ˥,,,peˈrɔ,,qɑ.wɯ̞r.ˈhɯ̞n,,bumbuli,i:ka,por,pɛˈróː,kʰon˩˩˦.nok̚˦˥,,burdʁä,,bull,ɾakke,,ˈpluma,pʰɛˈtuɾ,,,veːr,,,,pær,ɾe:kə,gari,fjeːr,,ˈpʲu.rɔ,kit̚,,ˈpluː.ma,,,fulɡ,iɾakke,geɾk,,paki:,pʼintʼqʼil,,,s̥lāp,,pakʰi,ˈtolː,ˈⁿtʰe.ᵑɡa,ha̠ne̞,,plym,pʲɪˈro,,,ˈfɛð.ə(ɹ),,topaʈa,,tiʋija,,fjøːr,spālva,ˈriːʃ,,fjœːðʏr,ˈplumɐ,paɾɾɛ,ɾekke
tooth,ˈtand,tsɔn,ˈzup,kʼibiri,zup,pal,pall,kʰɛːw˨˩,θwá,ɡi.ɡi,d̪ãt̪,pallu,ʃud,pallə,san.na,ˈfʲiəkəlʲ,,pa:lkill,,tʰɔnː,dant,,pel,diʃ,ku:li,t͡saːn,ˈdɛnte,îːzîːɲo,zaŋ˧˧,,,,diʃ,tɪ̞ʃ,,kʼbili,pannu,dændɒːn,ˈzóːp,fan˧,,kʼibiri,,palku,hallə,,ˈdjente,ɑˈtɑm,d̪ɑt̪,ˈðɔndi,tɑnt,palu,,,dændɔːn,pal,hallu,tan,t͡ʃiʃ,zɔmp,i,d̪ɑ̃ːt̪,dens,d̪ɐ́n̪.t̪ɐ,zɤp,ˈdinte,paɾse,palk,,pa:ldu,ʃdikʰ,,ˈdent,d̥ʰmeñ,ɡiɡi,dãt,ˈfoɡ,ˈd͡zí.no,ha̠,heːu˥,dɑ̃,zup,ˈdẽ.tɨ,*so,tuːθ,,pallə,,pallə,ɣɑʂ,tɑnː,zùops,ˈsɪnːɐ,ˈhɑmːɑs,tʰœnː,,danda:n,pallə
human,²mɛnsklɪ(ɡ),,,kʼɔtʃi,ˈlɪtskiː,,,,,,,,,,ba.ʃa.rijj,,,,,,,,,,,mɛnʃlɪç,,,,,,,,,,ädämiäni,,,tʃlɔˈʋèːʃki,,,kʼɔtʃi,,,,,uˈma.no,mɑɾtʰkɑˈjin,,,,,,,,,,,,ˈlut͡s.kʲi,ˈsʰa̠ːɾa̠m,,,mɑː.n̪ɐ.ʋɐ́,,o.meˈnesk,,,,,ämswäld,,uˈma,,,ma.nuʱ,ˈɛmbɛri,,⟨pi1to2⟩,,y.mɛ̃,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,u.ˈmɐ.nu,,ˈ(h)juːmən,,,,,,,,,ˈinɦimilːinen,,,,
sing,,ˈzɪn.ɡn̩,,ɔbiru,ˈspiːvat,,,,θət͡ɕʰɪ́ɴ,,ɡaˈna,,,,,kanˠ,səŋ,,ˈzɑŋən,,ˈkanɨ̞,ˈlaːvːluːh(t),,,,ˈzɪŋən,kanˈtaːre,,haːt̚˧˦,,dɐjˈnuɔtʲɪ,sʲpʲiˈu̯ɑte,oχumaχ,,,mʁɛrä,,sʊɾuːˈd̪æn,ˈpɛ̀ːti,kʰap̚˨˩.rɔːŋ˦˥,,birä,,,,,kanˈtaɾ,jɛɾˈkʰɛl,,,ˈzɪ.ŋə(n),,,,,,,sønɡə,,ˈɕpʲɛ.vat͡ɕ,no̞ɾe̞ɦa̠da̠,ˈɡɑː.nɑː,ˈka.noː,,ˈpɛjə,kɨnˈta,,,,,liʁräl,kənˈdɔj,kənˈta,c̥riaṅ,,ɡʊa,ˈeːnɛkɛl,,ɯ̟ᵝta̠ɯ̟ᵝ,,ʃɑ̃.te,pʲetʲ,kɐ̃ˈtaɾ,,sɪŋ,,,,,,²sʏŋːjɑ,dziɛ̂dâːt,ˈkɐntɐ,,ˈsiɲca,,,
flow,,,ˈci̯ɛt͡sc,ɔzimzilu,tɛːt͡st,,,,sí,,,,,,,,flui,,ˈflei̯sen,,,,,,,ˈfliːsn̩,fluˈire,,t͡ɕaj˧˩,,ˈbʲeːk.tʲɪ,,,,,dinɛbä,,,ˈtɛtʃi,laj˩˩˦,,ulä,,,,,ˈflwiɾ,hoˈsɛl,,ˈre.o,ˈvlujə(n),,,,,,,,,ˈpwɨ.nɔɲt͡ɕ,,,ˈflu.oː,,tɛˈkə,,,,,,lizi,,fluˈi,hūr,alo(r),bʊa,ˈfojik,,,,ku.le,tʲet͡ɕ,,,fləʊ,,,,,,,,,,ˈrɛnːa,,,
rain,rɛŋn,,daːʃc,mtʃʼimä,ˈdɛːʃc,piɾ,tʃe:p,,mó,,bɑrɪʃ,maɭe,,maɻa,,ˈbˠɑːʃtʲəx,rɪə̯(n),tukud,ʀeːn,ɹɛkn,ɡlau̯,ˈarːviː,vāni,jaːˈmúɾ̝̊,baɾsa,ˈʁeːɡən,ˈpjɔddʒa,ímvûːla,mɨə˧˧,mɔːˈtˀɔːr,ljɛˈtʊs,dɔʃt͡ʃ,jaɣˈɯʃ,jɑm.ˈʁɯ̞r,,tsʼvimä,ʋarʂam,bɒːˈɾɒːn,ˈdə́ʃ,fon˩˩˦,rai̯n,tʃʼvɛmä,ˈɯʃkʲə,ʋa:na,me,,ˈʎubja,ɑnd͡zˈɾɛv,,vɾoˈçi,ˈreː.ɣə(n),bela,flʲaː,doʂt͡ʂ,bɔːˈrɔːn,mai,maɭe,ˈʁɑɪ̯ˀn,,dɛʂt͡ʂ,pi,bɑː.ɾɪʃ,ˈplu.wi.a,,dɤʃt,ˈplʷaje,meɖutti,ʋa:na,ˈplɥɛ(d)ʒo,dʒaɖa:,utʃχɛ,ʃiː,ˈplu.ʒə,b̥ʰliaṅ,hud͡ʒan,,ˈɛʃøː,ˈᶬvú.ɽa,same,fɯn˨˦,plɥi,doʂtʲ,ˈʃu.vɐ,*t͡ɕʰar.pa,ɹeɪn,dɔʃt,maɭe,,maɭi,bɑˈrɑn,,liɛ̂tus,ˈʃɪtɐ,ˈsɑdeˣ,ˈrɪkniŋk,ˈt͡ʃuβja̝,pɛɾ,maɻai
eye,ˈøːˌɡa,,ˈɔkɔ,tʰɔli,ˈoko,kəɖə,kʰann,taː˩˨,mjɛʔsḭ,,ɑ̃ŋkʰ,kaɳɳə,,kaɳɳə,ʕaj.ja.na,sˠuːlʲ,oəχ,kaɳul,a,ˈɛiːja,ˈɬəɡad,ˈt͡ʃalːpmiː,kan,ɟøz,kaɳɳu,ˈaʊ̯ɡə,ˈɔk.kjo,îːsó,mat̚˧˦,ˈajin,ɐˈkʲɪs,ˈɔkɔ,,kʏð,,tʰväli,kannu,tʃʰæʃm,ɔˈkóː,taː˧,ɪə̯x,tʰɔli,s̪uːl,kan,kaɳɳə,ˈla.ɡat,ˈoxo,ɑt͡ʃʰkʰ,tʃokʰ,ˈmati,oːx,kanu,suːlʲ,ˈvoka,tʃaʃm,kaɳɳə,kaɳɳə,øjə,køz,ˈɔ.kɔ,nun,ɑ̃ːkʰ,ˈo.ku.lus,,oˈkɔ,okʲ,kaɳ,koɳɖ,,a:ndu,tʰɛ,sɒj,ˈuʎ,b̥ʰnaek,matə,sɔku,ˈsɛm,ˈɗí.so,ma̠,ta˨˦,œj,ɡlas,ˈo.ʎu,*mik,aɪ,ˈɔkɔ,kaɳɳə,,kaɳɳu,st̪ərˈɡa,²æʉɡə,ats,aˁːjn,ˈsilmæ,ˈøyːɣa,ˈoʎʊ,xan,kaɳɳə
sky,,,ˈɲɛbɔ,tsä,ˈnɛbɛ,,,,káʊɴɡɪ̀ɴ,la.ŋit,,,,,sa.maːʔ,eːɾˠ,lœχ,,ˈhimel,ˈhiːmɪn,ˈau̯ɨ̞r,,,ˈɡœcjyz̟y,,ˈhɪml̩,ˈt͡ʃɛ.lo,,t͡ɕəːj˨˩,,dɐŋˈɡʊs,,ɡœj,kʏk,,tsä,,ɒːsˈmɒːn,nɛˈbóː,faː˦˥,,tsä,,,,ˈo.abl,firmaˈmento,jɛɾˈkiŋkʰ,akaʃ,,ˈɦeː.məl,,,ˈnʲeba,,,,,ɑsˈmɑn,ˈɲɛ.bɔ,ha̠nɯɭ,,ˈkae̯.lum,,nɛˈbɛ,t͡ʃer,,,,,dɛts,,ˈsɛl,megʰ,laŋet,akax,ˈeːɡ,,so̞ɾa̠,ɓɯn˨˦,sjɛl,ˈnʲebə,ˈsɛw,*gnam,skaɪ,,,,,hask,,,,ˈtɑi̯ʋɑs,ˈhɪːmɪnː,ˈθɛ.ʊ,,
fight,,,ˈbɔjɔvac,ɔkʼɔkʼidinu,ˈbojovat,,,tɔː˧˧ suː˨˩,jàɴpʰjɪʔ,,,,,,qaː.ta.la,t̪ˠɾˠɪdʲ,,,,,,,,,,kɛm(p)fən,lɔt.ˈta.re,,t͡ɕiən˧˦ ʔɗəw˧˦,,,,,,,tʃχubi,,,,suː˥˩,,tʃχupʼi,,,,,peleˈaɾ,kərˈvɛl,,,ˈstrɛi̯də(n),,,,,,,,,ˈval.t͡ʂɨt͡ɕ,ta̠tʰuda̠,ləɽ.nɑː,ˈpuɡ.noː,,,,,,,,litsuäl,,ʎujˈta,vāytp´,,zũza,ˈhɒrt͡sol,,,,batʁ,ˈdrat͡sːə,lu.ˈtaɾ,,faɪt,,,a.ˈwaj.in,,,,,,,,,,
stand,,,ˈstaːc,dɔdginu,staːt,nil,idʒdʒna,,jaʔ,,,nindʒo,t͡sɔɡsəx,nilkuga,wa.qa.fa,ʃasˠ,,tukud,ˈʃtoːən,,ˈsɛvɨ̞ɬ,,nilp,,untaɾa,ˈʃteː.ən,,,ʔɗɨŋ˧˦,(ʕ)amad,,,daˈjɑnmɑχ,,,dgɔmä,niltʃonu,iːstʰɒːˈdæn,,jɯːn˧,ˈsteən,gɛrinä,,ni:ma:n,nippə,,,kɑŋɡˈnɛl,d̪aɽano,ˈstekome,staːn,,,,,ninnatukə,nintiko,,,stat͡ɕ,sʰʌ̹da̠,,stoː,,,,mukkaɖuɾil,nilla,,hilpo,lignɛ,ri,,jʰr,,tʰiɔ ɦʊa,ˈaːlː,,ta̠t͡sɨᵝ,,ɛ.tʁə d(ə).bu,stɐˈjætʲ,pɨɾ.mɐ.nɨ.ˈseɾ,,stænd,,nində,,ə:ɭ,,,stāːvɛ̂ːt,,ˈsei̯soɑˣ,ˈstanta,,saling,nil
turn,,,,ɔkʰtʰu,ˈtot͡ʃɪt,,,,l̥ɛ̰,,,,,,,kɑsˠ,,,,,,,,dœnmec,,ˈdʁeːən,dʒiˈrare,,,,,,,,,tʼriäli,,ɡæʃtæn,,mun˩˩˦,,rtʰäpʰä,,,,,xiˈɾaɾ,ʃəɾdʒˈvɛl,,,ˈdraːi̯ə(n),,,,,,,drajə,,,ˈto̞ːɭda̠,,ˈwer.toː,,,,,,,,lisipʼ,,ʒiˈɾa,,,,ˈforoɡ,,,,tuʁ.ne,vrɐˈɕːat͡sːə,,,tɜːn,,,,,tɑwaˈwəl,,,,,,,,
rub,,,,ɔkʰurtʃɔlu,tr̝̊iːt,,,,pʊʔ,,,,,,,ˈkɪmʲɪlʲ,,,ˈʀɑɪvən,,,,,,,ˈʀaɪ̯bnˌ,strofiˈnare,,tʰwaː˧˧,,,ˈtɛrte,,,,χäχuni,,mɒːliːˈd̪æn,,kʰat̚˨˩,,tʃirkʰɔli,,,,,,,,triˈvo,ˈvrɛi̯və(n),,,,,,,,,tʂɛt͡ɕ,pibida̠,rəɡəɽna,ˈfri.koː,,,freˈka,,,,,liχdʒənɛ,fəɾˈkɔj,fɾəˈɡa,,,ɡʱɔɦa,ˈdørʒøl,,,,fʁɔ.te,tʲɪˈrʲetʲ,ˌes.fɾe.ˈɡa(ɻ),,ɹʌb,,,,,,,,ˈɔˁːrɔk,ˈhieroɑ(ʔ),,,,
two,tvoː,tsvɛj,ˈdva.ja,ʒur,dva,ɾeɳɖu,i:rəb,sɔːŋ˩˧,n̥ɪʔ,,,iɾandə,xɔjər,ɾendə,(ʔi)θnaːn,d̪ˠoː,tvɪə̯,iɾuɖu,t͡sweː,,daɨ̯,ˈku̯okːte,ir(ḍu),iki,ɾaɖɖu,t͡svaɪ̯,ˈdu.e,,haːj˧˧,,,ˈdʋɑ,iki,iˈkɪ̞,,ɔri,ɾeɳɖu,duː,ˈdʋáː,sɔːŋ˩˩˦,,ʒiri,,duɖə,eɾaɖə,,dos,jɛɾˈku,,ˈðiˌo̞,tʋeː,rinɖa,d̪eː,dva,,eɖu,jeɾaɖu,toː,iˈkːi,dva,tuːɭ,,ˈdu.o,,,doj,e:ɖə,ɾeɳɖ,,pa:nɖa,jɔri,dy,ˈdos,bīr,duə,dui,ˈkɛtːøː,,ɲ̟i,ŋei˧,dø,dva,ˈdojʃ,*gȵis,tuː,,daɳɖə,da.laˈwa,əddu,dwa,,,,ˈkɑksi,tʰveiːr,,iɾat,ɾenɖə
night,natː,,ˈnɔt͡s,sɛri,not͡s,naɾkaɖ,ma:ha,,ɲa̰,ˈmalam,raːt̪,andi,,ɾa:tɾi,laj.la,ˈiːhə,naχ,tukud,ˈnuə̯ɕt,nɔʰtː,noːs,ˈiɟɟa,tūk,ɟe̞ˈdʒɛ,ɾa:tɾe,naxt,ˈnɔtːe,úɓusûːɠu,ʔɗem˧˧,ˈlaj.la,nɐkˈtɪs,ˈnʲit͡ʃ,,tʏ̞n,ˈʃɛv,ʁämɛ,ɾa:tɾi,ʃæb,noːtʃ,klaːŋ˧.kʰɯːn˧,ˈnaxt,sɛri,,siɾbedin,iɾə,,ˈnot͡ʃe,ɡiˈʃɛɾ,,ˈnixta,nɑxt,la:n,ɛi,not͡ʂ,,e:lumaɾam,ɾa:tɾi,nad̥,,nɔt͡s,pa̠m,ɾɑːt̪,noks,ɽɑ́ːt̪.ɽi,nɔʃt,ˈno̯ap.te,ekka:ɖə,mulipe,ˈnɥɛtʃ,ɾa:ti,lɛtʰ,ˈnaːt,ˈnit,yp´,,ɹati,ˈeːjsɒkɒ,,⟨yo1ru⟩,hɯn˧˩,nɥi,not͡ɕ,ˈnoj.tɨ,,naɪt,nɔc,bajiʈə,ɡɐˈbi,ədlə,,nɑtː,nakts,lɛjl,ˈyø̯,nouʰt,ˈnojt̪ɪ,nam,iɾa:ʋə
we,viː,,ˈmi,tʃkʰin,mɪ,mammoʈ,na:m,pʰuak˥˧ hau˦˥,t͡ɕoʊʔto̰,kami,ɦəm,nanga,,na:m,naħ.nu,mˠɪdʲ,,a:m,,,niː,ˈmoɑ̯j,ām,bɪz,jankulu,viːɐ̯,ˈnoi,tʰiːná,t͡ɕʊwŋ͡m˧˦ toj˧˧,(ʔ)aˈnaχnu,mʲæːs,ˈmɪ,,bɪ̞ð,,tʃvɛn,manamu,mɒː,ˈmíː,raw˧,vɛi̯,tʃkʰi,ʃiɲ,amdə,nanga,,noˈsotɾos,mɛŋkʰ,,e̞ˈmis,ʋɛi̯,mambu,,,mɔː,amme,na:ʋu,,,mɨ,uɾi,ɦəm,noːs,,ˈni.ɛ,noj,o:m,mana:ɖu,nus,na:mu,næ,nɛ,noˈzal.tɾəs,yoeṅ,kami,ami,ˈmi,ˈi.fe,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,,nu,mɨ,ˈnɔʃ,,wiː,niɛ,nanga,ˈnaːmɪn,naɳgə,muʐ,meː,mɛ̄ːs,,ˈme,vɪð,,,na:m
father,,ˈfɔtəʁ,ˈɔcɛt͡s,bäbä,ˈotɛt͡s,,,pʰɔː˦,ʔəpʰè,bapa,pət̪ɑː,,,,ʔab,ˈahəɾʲ,fɑːdər,,pɑp,ˈfɛaːjɪɹ,taːd,ˈaːhːt͡ʃiː,,bɑˈbɑ,,ˈfaːtɐ,ˈpa.dre,úɓaːɓá,ʔɓaː˧˧,(ʔ)av,ˈtʲeːvɐs,ˈbɑtʲkɔ,ɑˈtɑ,ɑˈtɑj,,mämä,,pʰeˈd̪æɾ,ˈɔ̀ːtʃɛ,pʰɔː˥˩,hai̯t,mumä,ˈahəɾʲ,,,ˈtɑːt,ˈpadɾe,hɑjɾ,abba,paˈteras,ˈvaː.dər,,ˈeːar,ˈbat͡sʲka,,,,,dɑdɑ,ˈɔj.t͡ɕɛt͡s,a̠bʌ̹d͡ʑi,pɪ.t̪ɑː,ˈpa.ter,pi.t̪ŕ̩,bɐˈʃta,ˈta.tə,,,ˈpajɾe,,mu,baba,ˈpa.ɾə,ýubuk,bapə,dɛʊ.ta,ˈɒpɒ,ˈɓa.ᵐbo,ototosama,,pɛʁ,ɐˈtʲet͡s,paj,,ˈfɑː.ðə(ɹ),,,,,,,tǣːws,,ˈisæ,ˈfaːðɪr,,,
there,dɛːr,,ˈtam,ɛkʰ,tam,,,nan˥˦,hòm̥à,,,,,,hu.naː.ka,ənʲˈʃɪnʲ,dɑːr,,do,,ˈəna,ˈtoppe,,,,dɔrt,,,,,,ˈtɑm,,unˈdɑ,,ikʰ,,ɒːnˈdʒɒː,ˈtám,tʰiː˥˩.nan˥˩,,tʰɛkʰ,,,,,aˈʎi,ɑjnˈtɛʁ,,e̞ˈci,daːr,,,,,,,dar,,tam,kʌ̹ɡi,,ˈi.bi,,,aˈko.lo,,,,,ɛtʃɛtʃu,,əˈʎa,,,tat,ˈotː,,,,la,tam,ɐ.ˈi,,ðɛə(ɹ),ˈtamu,,,,ˈhalta,,tùɾ,ɛːmː,ˈtuolːɑ,ˈθartna,,,
foot,fuːt,fʊs,ˈnɔɦa,tʼäbu,ˈnoɦa,ka:l,kʰeɖ,,t͡ɕʰè/,,,ka:lə,,aṭi,ra.d͡ʒi.la,kɔsˠ,,pa:dam,fou̯s,ˈfɔuːtʊɹ,troːɨ̯d,,tūk,ɑˈjɑk,ka:lə,fuːs,ˈpjɛde,úːɲaːwo,ʔɓaːn˨˩ t͡ɕən˧˧,ˈʁɛɡɛl,,,ɑˈjɑχ,,ˈpiː,tʼɛrpʰi,aɖugu,pɒː,stɔˈpàːlɔ,tʰaːw˦˥,,närtʃäkʼutʃχi,kʰas,dʒeʈʈa,anga:lə,,pje,vɔtkʰ,,ˈpoði,vut,pa:dami,,naˈɣa,pɔːj,tapaɖ,aḍi,foːd,,ˈstɔ.pa,pa̠ɭ,pɛːɾ,peːs,pɐ́d̪,stəˈpalo,piˈt͡ʃjor,ko:l,aɖugu,pɛ,ɾaɖadu,lägæäm,kəm.bə,ˈpɛw,joeṅ,kaki,,ˈlaːb,ˈpʰa.zí,a̠ɕi,tin˨˦,pje,nɐˈɡa,ˈpɛ,,fʊt,,anga:l,,ka:lə,,fuːt,,,ˈjɑlkɑ,,ˈpɛ,nat,aɖi
where,dɛːr,vʊ,ˈɡɟɛ,sɔ,ɡdɛ,,,,,,,,,,,,,,,,,,,nɛɾɛd̪ɛ,,voː,ˈdove,,ʔɗəw˧˧,ejˈfo,kʊr,ˈdɛ,ˈhɑrɑ,ˈqɑjðɑ,,säd,,kʰoˈdʒɒː,ˈkjèː,tʰiː˥˩.naj˩˩˦,,sɔ,,,,,ˈdonde,vɔɾˈtɛʁ,,,ʋaːr,,,,,,,,,ɡd͡ʑɛ,ʌ̹di,,ˈu.bi,,,ˈunde,,,ˈunt,,imɛg,,ˈon,,di manə,zot,ˈɒɦol,,idu,,u,ɡdʲe,ˈõ.d͡ʒi,,ʍɛə(ɹ),ˈkadɛ,,,,,,kùɾ,,,,ˈonde̝,,
forest,skuːɡ,,ˈlɛs,gɛrmä,lɛs,,,,tɔ́,hu.tan,,,,,ɣaː.ba,kiːlʲ,bɔs,,beʃ,,ˈkɔɨ̯dwɪɡ,,,,,valt,,îːɬâːtʰi,zɨŋ˨˩,ˈja(ʕ)aʁ,ˈmɪʂ.kɐs,,,urˈmɑn,,tʼqʼɛ,,beːˈʃæ,ˈɡɔ́st,paː˨˩,,tʼqʼä,ˈkʰɤʎə,,,ˈkwɑːt,ˈboske,ɑnˈtɑr,,ˈðasɔs,ʋɑu̯t,,kiːlʲ,lʲes,beʃæ,,,,,las,sʰup̚,,ˈsil.wa,ʋɐ́.n̪ɐ,ɡoˈra,pə.ˈdu.ɾe,,,,,tsχɛkʼ,pyɫ,ˈbɔsk,b̥rai,hutan,ɦa.bi,ˈɛrdøː,,mo̞ɾʲi,ɗoŋ˨˦ fai˦˨,fɔ.ʁɛ,lʲes,floˈɾɛs.ta,*ɕiŋ.naks,ˈfɒɹɪst,ˈʃuma,,,,d͡zəŋɡəl,,,,ˈmetsæ,ˈskouːʏr,ˈbɔske,,
fat,fɛt,,tuk,jäʁi,,koɾondʒ,neʈa,,ʔəsʰì,,tʃərbiː,tʃiɾabi,oːx,koɻuppə,,sˠail̠ʲ,,me:n,,ˈfiːtɪ,ˈbrastɛr,,koṛukuḍ,ˈj‿a,tʃeɾabi,fɛt,ˈɡras.so,ámafûːtʰa,məː˦ˀ˥,,rʲɪəbɐˈlɐɪ̯ˑ,,,,,tsχimi,koʋʋu (noun),tʃærbiː,,kʰaj˩˩˦.man˧,,gägäbi,,bʰu:mi,koɭəppə,,ˈɡɾasa,t͡ʃɑɾp,tʃorbi,ˈli.pos,vɛt,,,,,koɭupu,kobbu,fet,,twuʂt͡ʂ,t͡ɕiba̠ŋ,,ˈa.deps,,,,koɻəppə,kodoʋo:s,,nedʒdʒa,mətʃχim,,,k̥ʰlāñ´,,,ˈʒiːr,,ɕibo̞ː,,ɡʁɛs,ʐɨr,ɡoɹ.ˈdu.ɾa,,fæt,,tʃeɾabi,,tanniʋi,,,,,,ˈfɪːta,,tʃaɾpi:,koɻuppə
